# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  676       2.352622057697e-10       5.047083924227e-12      -7.922342952572e-12       0.000000000000e+00       2.610919536881e-14       4.841692931068e-15      -6.751610361026e-16 
  677       2.353476901894e-10       5.056344232854e-12      -8.156655698285e-12       0.000000000000e+00       2.596786585964e-14       4.862231297855e-15      -6.753456797642e-16 
  678       2.354589981912e-10       5.064804290617e-12      -8.390654970994e-12       0.000000000000e+00       2.582750651111e-14       4.882414787160e-15      -6.754594645851e-16 
  679       2.355960087908e-10       5.072461922449e-12      -8.624241067545e-12       0.000000000000e+00       2.568811054599e-14       4.902245354882e-15      -6.755008320176e-16 
  680       2.357585974511e-10       5.079314990213e-12      -8.857313202252e-12       0.000000000000e+00       2.554967097295e-14       4.921725011284e-15      -6.754682103647e-16 
  681       2.359466360670e-10       5.085361392914e-12      -9.089769503070e-12       0.000000000000e+00       2.541218058554e-14       4.940855821235e-15      -6.753600147377e-16 
  682       2.361599929491e-10       5.090599066909e-12      -9.321507007769e-12       0.000000000000e+00       2.527563196121e-14       4.959639904442e-15      -6.751746470138e-16 
  683       2.363985328083e-10       5.095025986118e-12      -9.552421660108e-12       0.000000000000e+00       2.514001746030e-14       4.978079435700e-15      -6.749104957941e-16 
  684       2.366621167399e-10       5.098640162240e-12      -9.782408306004e-12       0.000000000000e+00       2.500532922508e-14       4.996176645123e-15      -6.745659363607e-16 
  685       2.369506022077e-10       5.101439644957e-12      -1.001136068971e-11       0.000000000000e+00       2.487155917872e-14       5.013933818386e-15      -6.741393306353e-16 
  686       2.372638430284e-10       5.103422522153e-12      -1.023917144998e-11       0.000000000000e+00       2.473869902431e-14       5.031353296967e-15      -6.736290271360e-16 
  687       2.376016893556e-10       5.104586920118e-12      -1.046573211626e-11       0.000000000000e+00       2.460674024389e-14       5.048437478382e-15      -6.730333609355e-16 
  688       2.379639876642e-10       5.104931003765e-12      -1.069093310483e-11       0.000000000000e+00       2.447567409742e-14       5.065188816429e-15      -6.723506536188e-16 
  689       2.383505807346e-10       5.104452976839e-12      -1.091466371500e-11       0.000000000000e+00       2.434549162180e-14       5.081609821422e-15      -6.715792132409e-16 
  690       2.387613076369e-10       5.103151082131e-12      -1.113681212529e-11       0.000000000000e+00       2.421618362989e-14       5.097703060436e-15      -6.707173342840e-16 
  691       2.391960037149e-10       5.101023601682e-12      -1.135726538958e-11       0.000000000000e+00       2.408774070951e-14       5.113471157543e-15      -6.697632976161e-16 
  692       2.396545005709e-10       5.098068857004e-12      -1.157590943330e-11       0.000000000000e+00       2.396015322244e-14       5.128916794053e-15      -6.687153704479e-16 
  693       2.401366260490e-10       5.094285209286e-12      -1.179262904958e-11       0.000000000000e+00       2.383341130344e-14       5.144042708752e-15      -6.675718062910e-16 
  694       2.406422042204e-10       5.089671059604e-12      -1.200730789545e-11       0.000000000000e+00       2.370750485924e-14       5.158851698141e-15      -6.663308449153e-16 
  695       2.411710553666e-10       5.084224849136e-12      -1.221982848801e-11       0.000000000000e+00       2.358242356755e-14       5.173346616679e-15      -6.649907123070e-16 
  696       2.417229959644e-10       5.077945059373e-12      -1.243007220058e-11       0.000000000000e+00       2.345815687609e-14       5.187530377020e-15      -6.635496206259e-16 
  697       2.422978386696e-10       5.070830212328e-12      -1.263791925890e-11       0.000000000000e+00       2.333469400157e-14       5.201405950250e-15      -6.620057681635e-16 
  698       2.428953923016e-10       5.062878870749e-12      -1.284324873729e-11       0.000000000000e+00       2.321202392871e-14       5.214976366131e-15      -6.603573393005e-16 
  699       2.435154618273e-10       5.054089638330e-12      -1.304593855481e-11       0.000000000000e+00       2.309013540924e-14       5.228244713338e-15      -6.586025044645e-16 
  700       2.441578176952e-10       5.044462793008e-12      -1.324587725828e-11       0.000000000000e+00       2.296901849494e-14       5.241213504303e-15      -6.567400769879e-16 
  701       2.448221031684e-10       5.034005223762e-12      -1.344299964835e-11       0.000000000000e+00       2.284866917381e-14       5.253882754755e-15      -6.547714987798e-16 
  702       2.455079250302e-10       5.022725597071e-12      -1.363725188797e-11       0.000000000000e+00       2.272908482851e-14       5.266251864649e-15      -6.526988959326e-16 
  703       2.462148840361e-10       5.010632733744e-12      -1.382857978177e-11       0.000000000000e+00       2.261026271047e-14       5.278320250024e-15      -6.505244256861e-16 
  704       2.469425748905e-10       4.997735609537e-12      -1.401692877519e-11       0.000000000000e+00       2.249219993922e-14       5.290087343087e-15      -6.482502765454e-16 
  705       2.476905862236e-10       4.984043355758e-12      -1.420224395349e-11       0.000000000000e+00       2.237489350186e-14       5.301552592297e-15      -6.458786683997e-16 
  706       2.484585005681e-10       4.969565259885e-12      -1.438447004081e-11       0.000000000000e+00       2.225834025236e-14       5.312715462448e-15      -6.434118526403e-16 
  707       2.492458943359e-10       4.954310766170e-12      -1.456355139923e-11       0.000000000000e+00       2.214253691100e-14       5.323575434755e-15      -6.408521122793e-16 
  708       2.500523377946e-10       4.938289476252e-12      -1.473943202785e-11       0.000000000000e+00       2.202748006370e-14       5.334132006935e-15      -6.382017620677e-16 
  709       2.508773950445e-10       4.921511149770e-12      -1.491205556179e-11       0.000000000000e+00       2.191316616147e-14       5.344384693293e-15      -6.354631486138e-16 
  710       2.517206239954e-10       4.903985704969e-12      -1.508136527129e-11       0.000000000000e+00       2.179959151972e-14       5.354333024809e-15      -6.326386505015e-16 
  711       2.525815763430e-10       4.885723219318e-12      -1.524730406076e-11       0.000000000000e+00       2.168675231768e-14       5.363976549214e-15      -6.297306784088e-16 
  712       2.534597975457e-10       4.866733930111e-12      -1.540981446783e-11       0.000000000000e+00       2.157464459779e-14       5.373314831084e-15      -6.267416752261e-16 
  713       2.543548268015e-10       4.847028235086e-12      -1.556883866237e-11       0.000000000000e+00       2.146326426507e-14       5.382347451914e-15      -6.236741161742e-16 
  714       2.552661970248e-10       4.826616693034e-12      -1.572431844563e-11       0.000000000000e+00       2.135260708648e-14       5.391074010210e-15      -6.205305089234e-16 
  715       2.561934348226e-10       4.805510024404e-12      -1.587619524921e-11       0.000000000000e+00       2.124266869034e-14       5.399494121571e-15      -6.173133937110e-16 
  716       2.571360604717e-10       4.783719111923e-12      -1.602441013415e-11       0.000000000000e+00       2.113344456570e-14       5.407607418769e-15      -6.140253434603e-16 
  717       2.580935878954e-10       4.761255001198e-12      -1.616890378999e-11       0.000000000000e+00       2.102493006170e-14       5.415413551838e-15      -6.106689638985e-16 
  718       2.590655246401e-10       4.738128901334e-12      -1.630961653382e-11       0.000000000000e+00       2.091712038699e-14       5.422912188157e-15      -6.072468936755e-16 
  719       2.600513718518e-10       4.714352185540e-12      -1.644648830935e-11       0.000000000000e+00       2.081001060908e-14       5.430103012531e-15      -6.037618044816e-16 
  720       2.610506242533e-10       4.689936391740e-12      -1.657945868592e-11       0.000000000000e+00       2.070359565373e-14       5.436985727279e-15      -6.002164011666e-16 
  721       2.620627701206e-10       4.664893223186e-12      -1.670846685760e-11       0.000000000000e+00       2.059787030436e-14       5.443560052315e-15      -5.966134218576e-16 
  722       2.630872912596e-10       4.639234549067e-12      -1.683345164225e-11       0.000000000000e+00       2.049282920138e-14       5.449825725235e-15      -5.929556380775e-16 
  723       2.641236629832e-10       4.612972405123e-12      -1.695435148053e-11       0.000000000000e+00       2.038846684161e-14       5.455782501398e-15      -5.892458548635e-16 
  724       2.651713540873e-10       4.586118994249e-12      -1.707110443498e-11       0.000000000000e+00       2.028477757766e-14       5.461430154012e-15      -5.854869108853e-16 
  725       2.662298268284e-10       4.558686687112e-12      -1.718364818911e-11       0.000000000000e+00       2.018175561730e-14       5.466768474216e-15      -5.816816785633e-16 
  726       2.672985368996e-10       4.530688022759e-12      -1.729192004638e-11       0.000000000000e+00       2.007939502285e-14       5.471797271169e-15      -5.778330641873e-16 
  727       2.683769334078e-10       4.502135709229e-12      -1.739585692932e-11       0.000000000000e+00       1.997768971056e-14       5.476516372126e-15      -5.739440080345e-16 
  728       2.694644588500e-10       4.473042624163e-12      -1.749539537857e-11       0.000000000000e+00       1.987663344997e-14       5.480925622531e-15      -5.700174844883e-16 
  729       2.705605490905e-10       4.443421815413e-12      -1.759047155192e-11       0.000000000000e+00       1.977621986335e-14       5.485024886092e-15      -5.660565021561e-16 
  730       2.716646333372e-10       4.413286501656e-12      -1.768102122336e-11       0.000000000000e+00       1.967644242502e-14       5.488814044874e-15      -5.620641039879e-16 
  731       2.727761341186e-10       4.382650073004e-12      -1.776697978216e-11       0.000000000000e+00       1.957729446077e-14       5.492292999376e-15      -5.580433673948e-16 
  732       2.738944672603e-10       4.351526091611e-12      -1.784828223193e-11       0.000000000000e+00       1.947876914722e-14       5.495461668619e-15      -5.539974043671e-16 
  733       2.750190418620e-10       4.319928292290e-12      -1.792486318964e-11       0.000000000000e+00       1.938085951122e-14       5.498319990228e-15      -5.499293615929e-16 
  734       2.761492602740e-10       4.287870583119e-12      -1.799665688469e-11       0.000000000000e+00       1.928355842921e-14       5.500867920516e-15      -5.458424205760e-16 
  735       2.772845180738e-10       4.255367046052e-12      -1.806359715800e-11       0.000000000000e+00       1.918685862665e-14       5.503105434571e-15      -5.417397977548e-16 
  736       2.784242040432e-10       4.222431937532e-12      -1.812561746099e-11       0.000000000000e+00       1.909075267733e-14       5.505032526337e-15      -5.376247446203e-16 
  737       2.795677001450e-10       4.189079689102e-12      -1.818265085472e-11       0.000000000000e+00       1.899523300280e-14       5.506649208698e-15      -5.335005478346e-16 
  738       2.807143814990e-10       4.155324908011e-12      -1.823463000890e-11       0.000000000000e+00       1.890029187177e-14       5.507955513564e-15      -5.293705293491e-16 
  739       2.818636475033e-10       4.121182321064e-12      -1.828150007171e-11       0.000000000000e+00       1.880592242459e-14       5.508951270253e-15      -5.252373977741e-16 
  740       2.830150159141e-10       4.086666603703e-12      -1.832325755994e-11       0.000000000000e+00       1.871212177027e-14       5.509635435678e-15      -5.211012882048e-16 
  741       2.841680305766e-10       4.051792548758e-12      -1.835991223455e-11       0.000000000000e+00       1.861888794942e-14       5.510006751106e-15      -5.169616839416e-16 
  742       2.853222304323e-10       4.016575123507e-12      -1.839147430136e-11       0.000000000000e+00       1.852621891419e-14       5.510063962696e-15      -5.128180617103e-16 
  743       2.864771495035e-10       3.981029470274e-12      -1.841795441285e-11       0.000000000000e+00       1.843411252791e-14       5.509805821537e-15      -5.086698916381e-16 
  744       2.876323168763e-10       3.945170907029e-12      -1.843936367012e-11       0.000000000000e+00       1.834256656469e-14       5.509231083682e-15      -5.045166372299e-16 
  745       2.887872566844e-10       3.909014927983e-12      -1.845571362471e-11       0.000000000000e+00       1.825157870900e-14       5.508338510182e-15      -5.003577553441e-16 
  746       2.899414880924e-10       3.872577204187e-12      -1.846701628051e-11       0.000000000000e+00       1.816114655532e-14       5.507126867123e-15      -4.961926961685e-16 
  747       2.910945252797e-10       3.835873584132e-12      -1.847328409563e-11       0.000000000000e+00       1.807126760773e-14       5.505594925661e-15      -4.920209031964e-16 
  748       2.922458774239e-10       3.798920094347e-12      -1.847452998427e-11       0.000000000000e+00       1.798193927951e-14       5.503741462058e-15      -4.878418132025e-16 
  749       2.933950486841e-10       3.761732939997e-12      -1.847076731863e-11       0.000000000000e+00       1.789315889275e-14       5.501565257715e-15      -4.836548562191e-16 
  750       2.945415381850e-10       3.724328505478e-12      -1.846200993075e-11       0.000000000000e+00       1.780492367796e-14       5.499065099211e-15      -4.794594555117e-16 
  751       2.956848399999e-10       3.686723355022e-12      -1.844827211442e-11       0.000000000000e+00       1.771723077368e-14       5.496239778336e-15      -4.752550275556e-16 
  752       2.968244431347e-10       3.648934233288e-12      -1.842956862705e-11       0.000000000000e+00       1.763007722607e-14       5.493088092125e-15      -4.710409820110e-16 
  753       2.979598315111e-10       3.610978065967e-12      -1.840591469154e-11       0.000000000000e+00       1.754345998855e-14       5.489608842899e-15      -4.668167217001e-16 
  754       2.990904839505e-10       3.572871960375e-12      -1.837732599818e-11       0.000000000000e+00       1.745737592137e-14       5.485800838294e-15      -4.625816425821e-16 
  755       3.002158741572e-10       3.534633206053e-12      -1.834381870652e-11       0.000000000000e+00       1.737182179125e-14       5.481662891299e-15      -4.583351337296e-16 
  756       3.013354707022e-10       3.496279275368e-12      -1.830540944722e-11       0.000000000000e+00       1.728679427095e-14       5.477193820293e-15      -4.540765773048e-16 
  757       3.024487370067e-10       3.457827824106e-12      -1.826211532399e-11       0.000000000000e+00       1.720228993893e-14       5.472392449078e-15      -4.498053485351e-16 
  758       3.035551313257e-10       3.419296692075e-12      -1.821395391542e-11       0.000000000000e+00       1.711830527890e-14       5.467257606914e-15      -4.455208156894e-16 
  759       3.046541067313e-10       3.380703903700e-12      -1.816094327688e-11       0.000000000000e+00       1.703483667946e-14       5.461788128559e-15      -4.412223400536e-16 
  760       3.057451110966e-10       3.342067668624e-12      -1.810310194239e-11       0.000000000000e+00       1.695188043370e-14       5.455982854297e-15      -4.369092759075e-16 
  761       3.068275870792e-10       3.303406382306e-12      -1.804044892652e-11       0.000000000000e+00       1.686943273881e-14       5.449840629980e-15      -4.325809704996e-16 
  762       3.079009721045e-10       3.264738626614e-12      -1.797300372624e-11       0.000000000000e+00       1.678748969569e-14       5.443360307060e-15      -4.282367640242e-16 
  763       3.089646983494e-10       3.226083170432e-12      -1.790078632283e-11       0.000000000000e+00       1.670604730853e-14       5.436540742627e-15      -4.238759895968e-16 
  764       3.100181927261e-10       3.187458970252e-12      -1.782381718373e-11       0.000000000000e+00       1.662510148446e-14       5.429380799438e-15      -4.194979732299e-16 
  765       3.110608768652e-10       3.148885170774e-12      -1.774211726443e-11       0.000000000000e+00       1.654464803313e-14       5.421879345962e-15      -4.151020338096e-16 
  766       3.120921670996e-10       3.110381105504e-12      -1.765570801038e-11       0.000000000000e+00       1.646468266632e-14       5.414035256408e-15      -4.106874830713e-16 
  767       3.131114744479e-10       3.071966297354e-12      -1.756461135881e-11       0.000000000000e+00       1.638520099754e-14       5.405847410763e-15      -4.062536255754e-16 
  768       3.141182045981e-10       3.033660459237e-12      -1.746884974067e-11       0.000000000000e+00       1.630619854167e-14       5.397314694827e-15      -4.017997586836e-16 
  769       3.151117578909e-10       2.995483494670e-12      -1.736844608247e-11       0.000000000000e+00       1.622767071452e-14       5.388436000248e-15      -3.973251725352e-16 
  770       3.160915293035e-10       2.957455498366e-12      -1.726342380817e-11       0.000000000000e+00       1.614961283248e-14       5.379210224560e-15      -3.928291500222e-16 
  771       3.170569084331e-10       2.919596756839e-12      -1.715380684107e-11       0.000000000000e+00       1.607202011209e-14       5.369636271215e-15      -3.883109667663e-16 
  772       3.180072794804e-10       2.881927748996e-12      -1.703961960568e-11       0.000000000000e+00       1.599488766968e-14       5.359713049618e-15      -3.837698910940e-16 
  773       3.189420212331e-10       2.844469146740e-12      -1.692088702958e-11       0.000000000000e+00       1.591821052097e-14       5.349439475167e-15      -3.792051840132e-16 
  774       3.198605070498e-10       2.807241815568e-12      -1.679763454536e-11       0.000000000000e+00       1.584198358063e-14       5.338814469284e-15      -3.746160991892e-16 
  775       3.207621048428e-10       2.770266815165e-12      -1.666988809243e-11       0.000000000000e+00       1.576620166197e-14       5.327836959453e-15      -3.700018829199e-16 
  776       3.216461770627e-10       2.733565400007e-12      -1.653767411893e-11       0.000000000000e+00       1.569085947649e-14       5.316505879252e-15      -3.653617741130e-16 
  777       3.225120806810e-10       2.697159019955e-12      -1.640101958363e-11       0.000000000000e+00       1.561595163348e-14       5.304820168394e-15      -3.606950042610e-16 
  778       3.233592372086e-10       2.661067573050e-12      -1.625995824419e-11       0.000000000000e+00       1.554147333579e-14       5.292779958651e-15      -3.560010853290e-16 
  779       3.241873442225e-10       2.625304126731e-12      -1.611454964762e-11       0.000000000000e+00       1.546742248205e-14       5.280390155972e-15      -3.512806793855e-16 
  780       3.249961677729e-10       2.589880098805e-12      -1.596486049966e-11       0.000000000000e+00       1.539379760305e-14       5.267656925615e-15      -3.465347452323e-16 
  781       3.257854727060e-10       2.554806996543e-12      -1.581095841382e-11       0.000000000000e+00       1.532059716898e-14       5.254586512605e-15      -3.417642520032e-16 
  782       3.265550226612e-10       2.520096416930e-12      -1.565291191442e-11       0.000000000000e+00       1.524781958915e-14       5.241185242003e-15      -3.369701791970e-16 
  783       3.273045800685e-10       2.485760046917e-12      -1.549079043975e-11       0.000000000000e+00       1.517546321173e-14       5.227459519181e-15      -3.321535167106e-16 
  784       3.280339061461e-10       2.451809663672e-12      -1.532466434521e-11       0.000000000000e+00       1.510352632352e-14       5.213415830087e-15      -3.273152648721e-16 
  785       3.287427608976e-10       2.418257134838e-12      -1.515460490641e-11       0.000000000000e+00       1.503200714965e-14       5.199060741520e-15      -3.224564344736e-16 
  786       3.294309031097e-10       2.385114418776e-12      -1.498068432231e-11       0.000000000000e+00       1.496090385340e-14       5.184400901396e-15      -3.175780468042e-16 
  787       3.300980903492e-10       2.352393564826e-12      -1.480297571833e-11       0.000000000000e+00       1.489021453586e-14       5.169443039020e-15      -3.126811336832e-16 
  788       3.307440789611e-10       2.320106713554e-12      -1.462155314948e-11       0.000000000000e+00       1.481993723573e-14       5.154193965357e-15      -3.077667374929e-16 
  789       3.313686240651e-10       2.288266097007e-12      -1.443649160350e-11       0.000000000000e+00       1.475006992905e-14       5.138660573300e-15      -3.028359112115e-16 
  790       3.319714795540e-10       2.256884038962e-12      -1.424786700396e-11       0.000000000000e+00       1.468061052894e-14       5.122849837943e-15      -2.978897184465e-16 
  791       3.325523980903e-10       2.225972955180e-12      -1.405575621339e-11       0.000000000000e+00       1.461155688535e-14       5.106768816850e-15      -2.929292334674e-16 
  792       3.331111311042e-10       2.195545353661e-12      -1.386023703643e-11       0.000000000000e+00       1.454290678482e-14       5.090424650322e-15      -2.879555412386e-16 
  793       3.336474287907e-10       2.165613834892e-12      -1.366138822290e-11       0.000000000000e+00       1.447465795017e-14       5.073824561675e-15      -2.829697374526e-16 
  794       3.341610401071e-10       2.136191092100e-12      -1.345928947099e-11       0.000000000000e+00       1.440680804032e-14       5.056975857500e-15      -2.779729285631e-16 
  795       3.346517127705e-10       2.107289911505e-12      -1.325402143033e-11       0.000000000000e+00       1.433935464998e-14       5.039885927942e-15      -2.729662318176e-16 
  796       3.351191932551e-10       2.078923172574e-12      -1.304566570515e-11       0.000000000000e+00       1.427229530943e-14       5.022562246966e-15      -2.679507752907e-16 
  797       3.355632267898e-10       2.051103848270e-12      -1.283430485738e-11       0.000000000000e+00       1.420562748423e-14       5.005012372627e-15      -2.629276979172e-16 
  798       3.359835573554e-10       2.023845005305e-12      -1.262002240980e-11       0.000000000000e+00       1.413934857500e-14       4.987243947343e-15      -2.578981495246e-16 
  799       3.363799276822e-10       1.997159804394e-12      -1.240290284914e-11       0.000000000000e+00       1.407345591713e-14       4.969264698161e-15      -2.528632908666e-16 
  800       3.367520792474e-10       1.971061500507e-12      -1.218303162921e-11       0.000000000000e+00       1.400794678057e-14       4.951082437031e-15      -2.478242936560e-16 
  801       3.370997522723e-10       1.945563443117e-12      -1.196049517403e-11       0.000000000000e+00       1.394281836951e-14       4.932705061075e-15      -2.427823405974e-16 
  802       3.374226857201e-10       1.920679076458e-12      -1.173538088096e-11       0.000000000000e+00       1.387806782220e-14       4.914140552855e-15      -2.377386254206e-16 
  803       3.377206172929e-10       1.896421939775e-12      -1.150777712380e-11       0.000000000000e+00       1.381369221065e-14       4.895396980647e-15      -2.326943529131e-16 
  804       3.379932834297e-10       1.872805667574e-12      -1.127777325596e-11       0.000000000000e+00       1.374968854036e-14       4.876482498709e-15      -2.276507389538e-16 
  805       3.382404193031e-10       1.849843989877e-12      -1.104545961352e-11       0.000000000000e+00       1.368605375011e-14       4.857405347550e-15      -2.226090105452e-16 
  806       3.384617588173e-10       1.827550732473e-12      -1.081092751841e-11       0.000000000000e+00       1.362278471168e-14       4.838173854204e-15      -2.175704058470e-16 
  807       3.386570346053e-10       1.805939817172e-12      -1.057426928152e-11       0.000000000000e+00       1.355987822960e-14       4.818796432496e-15      -2.125361742090e-16 
  808       3.388259780262e-10       1.785025262054e-12      -1.033557820581e-11       0.000000000000e+00       1.349733104087e-14       4.799281583315e-15      -2.075075762036e-16 
  809       3.389683191630e-10       1.764821181722e-12      -1.009494858943e-11       0.000000000000e+00       1.343513981477e-14       4.779637894884e-15      -2.024858836596e-16 
  810       3.390837868196e-10       1.745341787559e-12      -9.852475728875e-12       0.000000000000e+00       1.337330115253e-14       4.759874043027e-15      -1.974723796944e-16 
  811       3.391721085184e-10       1.726601387972e-12      -9.608255922085e-12       0.000000000000e+00       1.331181158710e-14       4.739998791444e-15      -1.924683587475e-16 
  812       3.392330104978e-10       1.708614388652e-12      -9.362386471575e-12       0.000000000000e+00       1.325066758294e-14       4.720020991977e-15      -1.874751266135e-16 
  813       3.392662177095e-10       1.691395292821e-12      -9.114965687561e-12       0.000000000000e+00       1.318986553570e-14       4.699949584885e-15      -1.824940004747e-16 
  814       3.392714538162e-10       1.674958701486e-12      -8.866092891082e-12       0.000000000000e+00       1.312940177199e-14       4.679793599109e-15      -1.775263089346e-16 
  815       3.392484411883e-10       1.659319313691e-12      -8.615868417127e-12       0.000000000000e+00       1.306927254914e-14       4.659562152544e-15      -1.725733920505e-16 
  816       3.391969009024e-10       1.644491926771e-12      -8.364393617756e-12       0.000000000000e+00       1.300947405493e-14       4.639264452311e-15      -1.676366013667e-16 
  817       3.391166178281e-10       1.630489049715e-12      -8.111767141397e-12       0.000000000000e+00       1.295000288726e-14       4.618908039468e-15      -1.627170906197e-16 
  818       3.390076371719e-10       1.617313696023e-12      -7.858073691552e-12       0.000000000000e+00       1.289085750303e-14       4.598493488223e-15      -1.578151836897e-16 
  819       3.388700714392e-10       1.604966462613e-12      -7.603395073487e-12       0.000000000000e+00       1.283203679467e-14       4.578019612574e-15      -1.529309954245e-16 
  820       3.387040356714e-10       1.593447904870e-12      -7.347813902321e-12       0.000000000000e+00       1.277353961232e-14       4.557485213242e-15      -1.480646399402e-16 
  821       3.385096474546e-10       1.582758536467e-12      -7.091413605484e-12       0.000000000000e+00       1.271536476372e-14       4.536889077624e-15      -1.432162306161e-16 
  822       3.382870269292e-10       1.572898829189e-12      -6.834278425169e-12       0.000000000000e+00       1.265751101403e-14       4.516229979750e-15      -1.383858800903e-16 
  823       3.380362967987e-10       1.563869212758e-12      -6.576493420790e-12       0.000000000000e+00       1.259997708563e-14       4.495506680237e-15      -1.335737002554e-16 
  824       3.377575823387e-10       1.555670074655e-12      -6.318144471437e-12       0.000000000000e+00       1.254276165799e-14       4.474717926246e-15      -1.287798022532e-16 
  825       3.374510114064e-10       1.548301759944e-12      -6.059318278332e-12       0.000000000000e+00       1.248586336747e-14       4.453862451432e-15      -1.240042964710e-16 
  826       3.371167144493e-10       1.541764571095e-12      -5.800102367283e-12       0.000000000000e+00       1.242928080717e-14       4.432938975905e-15      -1.192472925360e-16 
  827       3.367548245147e-10       1.536058767811e-12      -5.540585091144e-12       0.000000000000e+00       1.237301252677e-14       4.411946206181e-15      -1.145088993119e-16 
  828       3.363654772584e-10       1.531184566847e-12      -5.280855632263e-12       0.000000000000e+00       1.231705703232e-14       4.390882835139e-15      -1.097892248931e-16 
  829       3.359488109543e-10       1.527142141836e-12      -5.021004004947e-12       0.000000000000e+00       1.226141278613e-14       4.369747541974e-15      -1.050883766009e-16 
  830       3.355049665030e-10       1.523931623112e-12      -4.761121057911e-12       0.000000000000e+00       1.220607820655e-14       4.348538992154e-15      -1.004064609788e-16 
  831       3.350340874412e-10       1.521553097536e-12      -4.501298476736e-12       0.000000000000e+00       1.215105166782e-14       4.327255837373e-15      -9.574358378755e-17 
  832       3.345363199507e-10       1.520006608315e-12      -4.241628786324e-12       0.000000000000e+00       1.209633149991e-14       4.305896715509e-15      -9.109985000101e-17 
  833       3.340118128678e-10       1.519292154830e-12      -3.982205353355e-12       0.000000000000e+00       1.204191598833e-14       4.284460250576e-15      -8.647536380122e-17 
  834       3.334607176920e-10       1.519409692457e-12      -3.723122388741e-12       0.000000000000e+00       1.198780337400e-14       4.262945052680e-15      -8.187022857399e-17 
  835       3.328831885951e-10       1.520359132392e-12      -3.464474950084e-12       0.000000000000e+00       1.193399185302e-14       4.241349717972e-15      -7.728454690425e-17 
  836       3.322793824309e-10       1.522140341474e-12      -3.206358944127e-12       0.000000000000e+00       1.188047957657e-14       4.219672828610e-15      -7.271842057147e-17 
  837       3.316494587436e-10       1.524753142007e-12      -2.948871129217e-12       0.000000000000e+00       1.182726465068e-14       4.197912952703e-15      -6.817195054505e-17 
  838       3.309935797773e-10       1.528197311588e-12      -2.692109117752e-12       0.000000000000e+00       1.177434513610e-14       4.176068644276e-15      -6.364523697977e-17 
  839       3.303119104851e-10       1.532472582928e-12      -2.436171378645e-12       0.000000000000e+00       1.172171904813e-14       4.154138443220e-15      -5.913837921117e-17 
  840       3.296046185380e-10       1.537578643672e-12      -2.181157239774e-12       0.000000000000e+00       1.166938435642e-14       4.132120875246e-15      -5.465147575094e-17 
  841       3.288718743343e-10       1.543515136230e-12      -1.927166890440e-12       0.000000000000e+00       1.161733898484e-14       4.110014451844e-15      -5.018462428240e-17 
  842       3.281138510083e-10       1.550281657595e-12      -1.674301383821e-12       0.000000000000e+00       1.156558081128e-14       4.087817670236e-15      -4.573792165581e-17 
  843       3.273307244401e-10       1.557877759170e-12      -1.422662639432e-12       0.000000000000e+00       1.151410766749e-14       4.065529013328e-15      -4.131146388388e-17 
  844       3.265226732638e-10       1.566302946589e-12      -1.172353445574e-12       0.000000000000e+00       1.146291733893e-14       4.043146949671e-15      -3.690534613709e-17 
  845       3.256898788774e-10       1.575556679540e-12      -9.234774617944e-13       0.000000000000e+00       1.141200756459e-14       4.020669933410e-15      -3.251966273918e-17 
  846       3.248325254515e-10       1.585638371594e-12      -6.761392213431e-13       0.000000000000e+00       1.136137603679e-14       3.998096404243e-15      -2.815450716248e-17 
  847       3.239507999385e-10       1.596547390023e-12      -4.304441336248e-13       0.000000000000e+00       1.131102040106e-14       3.975424787376e-15      -2.380997202340e-17 
  848       3.230448920817e-10       1.608283055626e-12      -1.864984866570e-13       0.000000000000e+00       1.126093825594e-14       3.952653493473e-15      -1.948614907776e-17 
  849       3.221149944245e-10       1.620844642551e-12       5.559055047465e-14       0.000000000000e+00       1.121112715283e-14       3.929780918618e-15      -1.518312921626e-17 
  850       3.211613023193e-10       1.634231378121e-12       2.957149251612e-13       0.000000000000e+00       1.116158459581e-14       3.906805444265e-15      -1.090100245986e-17 
  851       3.201840139369e-10       1.648442442657e-12       5.337656988141e-13       0.000000000000e+00       1.111230804146e-14       3.883725437195e-15      -6.639857955199e-18 
  852       3.191833302753e-10       1.663476969300e-12       7.696330444101e-13       0.000000000000e+00       1.106329489871e-14       3.860539249470e-15      -2.399783970001e-18 
  853       3.181594551692e-10       1.679334043837e-12       1.003206244035e-12       0.000000000000e+00       1.101454252868e-14       3.837245218388e-15       1.819132111519e-18 
  854       3.171125952987e-10       1.696012704522e-12       1.234373686429e-12       0.000000000000e+00       1.096604824447e-14       3.813841666441e-15       6.016803793243e-18 
  855       3.160429601986e-10       1.713511941902e-12       1.463022864528e-12       0.000000000000e+00       1.091780931104e-14       3.790326901264e-15       1.019314547174e-17 
  856       3.149507870780e-10       1.731829126106e-12       1.689051475006e-12       0.000000000000e+00       1.086982328072e-14       3.766700078911e-15       1.434798619220e-17 
  857       3.138364157242e-10       1.750955259680e-12       1.912400929299e-12       0.000000000000e+00       1.082208900653e-14       3.742963809894e-15       1.848080929502e-17 
