# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   28       1.398255133402e-10       2.430507364494e-15       2.440638747001e-13       0.000000000000e+00       1.737250584199e-10       2.055591338313e-11      -2.702571865098e-15 
   29       1.419259639067e-10       2.755637330940e-15       2.508465003751e-13       0.000000000000e+00       1.626224368256e-10       1.934583014679e-11      -8.430938341865e-15 
   30       1.440670514208e-10       3.107684240226e-15       2.570681007752e-13       0.000000000000e+00       1.525361072852e-10       1.824091217051e-11      -1.483427580171e-14 
   31       1.462363112357e-10       3.485793513616e-15       2.621519331586e-13       0.000000000000e+00       1.432609276352e-10       1.722408756289e-11      -2.019267214047e-14 
   32       1.484374910065e-10       3.888444583504e-15       2.657593904907e-13       0.000000000000e+00       1.347496399738e-10       1.629020289661e-11      -2.385715776856e-14 
   33       1.506709204650e-10       4.313497036475e-15       2.675946049541e-13       0.000000000000e+00       1.269428671986e-10       1.543079450306e-11      -2.547793007509e-14 
   34       1.529296033289e-10       4.759546014864e-15       2.674012949482e-13       0.000000000000e+00       1.197322672500e-10       1.463186815551e-11      -2.483870917746e-14 
   35       1.552148372281e-10       5.230606595750e-15       2.652292868924e-13       0.000000000000e+00       1.130812148808e-10       1.388870396801e-11      -2.236673325677e-14 
   36       1.575242494633e-10       5.733168692238e-15       2.612670006654e-13       0.000000000000e+00       1.069364873164e-10       1.319512054791e-11      -1.882112610531e-14 
   37       1.598517590735e-10       6.273651894234e-15       2.557369911162e-13       0.000000000000e+00       1.012183118461e-10       1.254237621508e-11      -1.503711661738e-14 
   38       1.622048138135e-10       6.853587354356e-15       2.487602187120e-13       0.000000000000e+00       9.591211106664e-11       1.193064602877e-11      -1.145657226770e-14 
   39       1.645917189019e-10       7.472868399783e-15       2.404521420093e-13       0.000000000000e+00       9.100128927889e-11       1.136073074744e-11      -8.455408157163e-15 
   40       1.670163616974e-10       8.131005849789e-15       2.309614835076e-13       0.000000000000e+00       8.643932740565e-11       1.083065418272e-11      -6.473938764642e-15 
   41       1.694783725238e-10       8.827359929614e-15       2.204140081846e-13       0.000000000000e+00       8.216603248527e-11       1.033662928800e-11      -5.877642548695e-15 
   42       1.719749147400e-10       9.561991940077e-15       2.087173464146e-13       0.000000000000e+00       7.816892647193e-11       9.876955153718e-12      -6.476342861675e-15 
   43       1.744986059469e-10       1.033504423317e-14       1.956957858363e-13       0.000000000000e+00       7.443744563290e-11       9.448954167415e-12      -7.854525637947e-15 
   44       1.770364271906e-10       1.114649601622e-14       1.811407985904e-13       0.000000000000e+00       7.094451305308e-11       9.047686516578e-12      -9.494515953789e-15 
   45       1.795751188196e-10       1.199629199378e-14       1.648441480031e-13       0.000000000000e+00       6.765622707074e-11       8.667507405290e-12      -1.088114060255e-14 
   46       1.821204014610e-10       1.288479594642e-14       1.467140164497e-13       0.000000000000e+00       6.456747905468e-11       8.307703797464e-12      -1.186773772245e-14 
   47       1.846827002851e-10       1.381245702395e-14       1.266899822302e-13       0.000000000000e+00       6.167474730133e-11       7.968246925602e-12      -1.240895188789e-14 
   48       1.872716474844e-10       1.477968235626e-14       1.047107104673e-13       0.000000000000e+00       5.896535468101e-11       7.648135081424e-12      -1.245947064360e-14 
   49       1.898959492157e-10       1.578683574710e-14       8.071385812952e-14       0.000000000000e+00       5.641678746421e-11       7.345319356520e-12      -1.197416969817e-14 
   50       1.925619963805e-10       1.683419411927e-14       5.465820785478e-14       0.000000000000e+00       5.400348774796e-11       7.057422896172e-12      -1.094453992301e-14 
   51       1.952695611079e-10       1.792180594296e-14       2.659737259447e-14       0.000000000000e+00       5.172098463405e-11       6.784301103713e-12      -9.519288139745e-15 
   52       1.980147021332e-10       1.904959212157e-14      -3.374066912291e-15       0.000000000000e+00       4.956713573585e-11       6.526048012868e-12      -7.916723029287e-15 
   53       2.007907312516e-10       2.021738166545e-14      -3.514011385520e-14       0.000000000000e+00       4.753490440652e-11       6.282227470999e-12      -6.393143074570e-15 
   54       2.035880211484e-10       2.142490839752e-14      -6.856240426895e-14       0.000000000000e+00       4.561203026413e-11       6.051836221556e-12      -5.244689133208e-15 
   55       2.063972702645e-10       2.267188106176e-14      -1.035163238343e-13       0.000000000000e+00       4.378477339873e-11       5.833617267913e-12      -4.730408322786e-15 
   56       2.092206874214e-10       2.395822159106e-14      -1.400120438339e-13       0.000000000000e+00       4.205099101448e-11       5.627175700024e-12      -4.814820185994e-15 
   57       2.120632490952e-10       2.528388025986e-14      -1.781018872282e-13       0.000000000000e+00       4.040973220506e-11       5.432075399074e-12      -5.364643360798e-15 
   58       2.149294295845e-10       2.664876704217e-14      -2.178463775258e-13       0.000000000000e+00       3.885728184375e-11       5.247490278513e-12      -6.220790549428e-15 
   59       2.178231435296e-10       2.805275117706e-14      -2.593147319033e-13       0.000000000000e+00       3.738698982345e-11       5.072181013828e-12      -7.197151401920e-15 
   60       2.207476884312e-10       2.949566073415e-14      -3.025853543244e-13       0.000000000000e+00       3.598910029674e-11       4.904471772323e-12      -8.079375399638e-15 
   61       2.237056644557e-10       3.097721555077e-14      -3.477279178601e-13       0.000000000000e+00       3.465346313429e-11       4.742707028855e-12      -8.675019027614e-15 
   62       2.266988428543e-10       3.249680943622e-14      -3.947437963470e-13       0.000000000000e+00       3.337876581217e-11       4.586794477673e-12      -8.979894124825e-15 
   63       2.297281658740e-10       3.405367808744e-14      -4.436130761747e-13       0.000000000000e+00       3.216508013463e-11       4.436968726390e-12      -9.047068339437e-15 
   64       2.327937098154e-10       3.564695890525e-14      -4.943116979860e-13       0.000000000000e+00       3.101108513168e-11       4.293333891967e-12      -8.939200136155e-15 
   65       2.358946268318e-10       3.727568844587e-14      -5.468113656362e-13       0.000000000000e+00       2.991398774973e-11       4.155855563256e-12      -8.728951429797e-15 
   66       2.390290867268e-10       3.893879987229e-14      -6.010794551511e-13       0.000000000000e+00       2.886944354220e-11       4.024352763541e-12      -8.499400218870e-15 
   67       2.421942187529e-10       4.063512040567e-14      -6.570789236863e-13       0.000000000000e+00       2.787147736012e-11       3.898489913076e-12      -8.344453219138e-15 
   68       2.453871922178e-10       4.236347140341e-14      -7.147725418117e-13       0.000000000000e+00       2.691407977892e-11       3.777889623408e-12      -8.346882529392e-15 
   69       2.486088426612e-10       4.412299783787e-14      -7.741367897012e-13       0.000000000000e+00       2.599654928820e-11       3.662515586263e-12      -8.506345428003e-15 
   70       2.518606792573e-10       4.591290130706e-14      -8.351506260638e-13       0.000000000000e+00       2.511909506898e-11       3.552353185656e-12      -8.797453752183e-15 
   71       2.551437824618e-10       4.773234338978e-14      -8.977914331315e-13       0.000000000000e+00       2.428122123575e-11       3.447290672214e-12      -9.190702604343e-15 
   72       2.584587749365e-10       4.958044572174e-14      -9.620350361896e-13       0.000000000000e+00       2.348169038482e-11       3.347114216047e-12      -9.652310710273e-15 
   73       2.618057924726e-10       5.145629007174e-14      -1.027855723106e-12       0.000000000000e+00       2.271848714261e-11       3.251502959611e-12      -1.014406077733e-14 
   74       2.651844549148e-10       5.335891841774e-14      -1.095226263861e-12       0.000000000000e+00       2.198878171400e-11       3.160024070578e-12      -1.062313985260e-14 
   75       2.685938370848e-10       5.528733302307e-14      -1.164117930077e-12       0.000000000000e+00       2.128889343064e-11       3.072127794706e-12      -1.104197968110e-14 
   76       2.720330185647e-10       5.724037217069e-14      -1.234497837727e-12       0.000000000000e+00       2.061520453834e-11       2.987283035484e-12      -1.135879223812e-14 
   77       2.755029130648e-10       5.921631103661e-14      -1.306320372661e-12       0.000000000000e+00       1.996717451266e-11       2.905423571946e-12      -1.157174722551e-14 
   78       2.790047213741e-10       6.121318783399e-14      -1.379534229701e-12       0.000000000000e+00       1.934481174679e-11       2.826574600934e-12      -1.169076592561e-14 
   79       2.825393651673e-10       6.322891926461e-14      -1.454084915957e-12       0.000000000000e+00       1.874775538454e-11       2.750717396863e-12      -1.172743763677e-14 
   80       2.861074697985e-10       6.526129804519e-14      -1.529914715471e-12       0.000000000000e+00       1.817525835411e-11       2.677787246205e-12      -1.169507934469e-14 
   81       2.897093470949e-10       6.730799043388e-14      -1.606962653855e-12       0.000000000000e+00       1.762617040182e-11       2.607671381973e-12      -1.160879539384e-14 
   82       2.933449781508e-10       6.936653375662e-14      -1.685164462926e-12       0.000000000000e+00       1.709892112590e-11       2.540206918202e-12      -1.148553715886e-14 
   83       2.970139961212e-10       7.143433393358e-14      -1.764452545354e-12       0.000000000000e+00       1.659150301018e-11       2.475178784434e-12      -1.134416271591e-14 
   84       3.007159433737e-10       7.350889744747e-14      -1.844760824400e-12       0.000000000000e+00       1.610195934120e-11       2.412373854716e-12      -1.120151451897e-14 
   85       3.044511296161e-10       7.558857685150e-14      -1.926040294383e-12       0.000000000000e+00       1.562997806020e-11       2.351758169354e-12      -1.105977461051e-14 
   86       3.082198851431e-10       7.767194489025e-14      -2.008245995309e-12       0.000000000000e+00       1.517553225972e-11       2.293325442348e-12      -1.091711283070e-14 
   87       3.120222867165e-10       7.975757249127e-14      -2.091332403020e-12       0.000000000000e+00       1.473839043732e-11       2.237042374517e-12      -1.077147528700e-14 
   88       3.158581449704e-10       8.184403023167e-14      -2.175253475943e-12       0.000000000000e+00       1.431810801471e-11       2.182847532418e-12      -1.062057710131e-14 
   89       3.197269918159e-10       8.392988980474e-14      -2.259962701826e-12       0.000000000000e+00       1.391401885695e-11       2.130650227286e-12      -1.046189515703e-14 
   90       3.236280678460e-10       8.601372548655e-14      -2.345413144484e-12       0.000000000000e+00       1.352522679166e-11       2.080329393954e-12      -1.029266084616e-14 
   91       3.275603097404e-10       8.809411560254e-14      -2.431557490537e-12       0.000000000000e+00       1.315059712814e-11       2.031732469785e-12      -1.010985281645e-14 
   92       3.315223376701e-10       9.016964399418e-14      -2.518348096155e-12       0.000000000000e+00       1.278874817661e-11       1.984674273602e-12      -9.910189718470e-15 
   93       3.355128489833e-10       9.223880138837e-14      -2.605733200511e-12       0.000000000000e+00       1.243837897480e-11       1.938981685332e-12      -9.691240406183e-15 
   94       3.395318943506e-10       9.429966935157e-14      -2.693644813162e-12       0.000000000000e+00       1.209932727152e-11       1.894637806787e-12      -9.454961294620e-15 
   95       3.435797711577e-10       9.635019129284e-14      -2.782009082874e-12       0.000000000000e+00       1.177165572410e-11       1.851657510813e-12      -9.204680086691e-15 
   96       3.476566274024e-10       9.838826841697e-14      -2.870749962792e-12       0.000000000000e+00       1.145532605501e-11       1.810043086686e-12      -8.944033701472e-15 
   97       3.517624546758e-10       1.004117598171e-13      -2.959789204561e-12       0.000000000000e+00       1.115019518610e-11       1.769783747746e-12      -8.676976360402e-15 
   98       3.558970811446e-10       1.024184825674e-13      -3.049046352453e-12       0.000000000000e+00       1.085601137282e-11       1.730855139019e-12      -8.407787673487e-15 
   99       3.600601645324e-10       1.044062118153e-13      -3.138438737487e-12       0.000000000000e+00       1.057241033852e-11       1.693218844847e-12      -8.141080725510e-15 
  100       3.642511851020e-10       1.063726808748e-13      -3.227881471552e-12       0.000000000000e+00       1.029891140864e-11       1.656821896517e-12      -7.881810162222e-15 
  101       3.684694386365e-10       1.083155813182e-13      -3.317287441532e-12       0.000000000000e+00       1.003491364500e-11       1.621596279883e-12      -7.635280276559e-15 
  102       3.727140294216e-10       1.102325630693e-13      -3.406567303427e-12       0.000000000000e+00       9.779691979995e-12       1.587458443003e-12      -7.407153094832e-15 
  103       3.769838632273e-10       1.121212344959e-13      -3.495629476479e-12       0.000000000000e+00       9.532393350916e-12       1.554308803757e-12      -7.203456462942e-15 
  104       3.812778628005e-10       1.139792713278e-13      -3.584384251113e-12       0.000000000000e+00       9.292230000291e-12       1.522054727905e-12      -7.029181053534e-15 
  105       3.855956626130e-10       1.158047599701e-13      -3.672756757428e-12       0.000000000000e+00       9.059097441904e-12       1.490684058811e-12      -6.883838125998e-15 
  106       3.899369953166e-10       1.175959009551e-13      -3.760675745759e-12       0.000000000000e+00       8.833033154742e-12       1.460200648831e-12      -6.765313966037e-15 
  107       3.943014730954e-10       1.193509055309e-13      -3.848069668152e-12       0.000000000000e+00       8.614025192727e-12       1.430601544242e-12      -6.671220047592e-15 
  108       3.986885830922e-10       1.210679969500e-13      -3.934866717690e-12       0.000000000000e+00       8.402010485619e-12       1.401876750788e-12      -6.598885612684e-15 
  109       4.030976828357e-10       1.227454117577e-13      -4.020994867828e-12       0.000000000000e+00       8.196873139924e-12       1.374008999229e-12      -6.545350251254e-15 
  110       4.075279956674e-10       1.243814010804e-13      -4.106381911717e-12       0.000000000000e+00       7.998442739807e-12       1.346973510879e-12      -6.507356481003e-15 
  111       4.119786061686e-10       1.259742319144e-13      -4.190955501537e-12       0.000000000000e+00       7.806492647992e-12       1.320737763154e-12      -6.481342327232e-15 
  112       4.164484555872e-10       1.275221884142e-13      -4.274643187826e-12       0.000000000000e+00       7.620738306673e-12       1.295261255114e-12      -6.463433902683e-15 
  113       4.209363372648e-10       1.290235731809e-13      -4.357372458814e-12       0.000000000000e+00       7.440835538424e-12       1.270495273011e-12      -6.449437987376e-15 
  114       4.254408920635e-10       1.304767085509e-13      -4.439070779744e-12       0.000000000000e+00       7.266378847103e-12       1.246382655832e-12      -6.434834608453e-15 
  115       4.299606037932e-10       1.318799378843e-13      -4.519665632210e-12       0.000000000000e+00       7.096899718757e-12       1.222857560840e-12      -6.414769620018e-15 
  116       4.344940073748e-10       1.332316617128e-13      -4.599083954612e-12       0.000000000000e+00       6.931969280206e-12       1.199860642343e-12      -6.385062294791e-15 
  117       4.390403518213e-10       1.345304484162e-13      -4.677250302260e-12       0.000000000000e+00       6.771524067103e-12       1.177387182849e-12      -6.345382941043e-15 
  118       4.435990096506e-10       1.357749394841e-13      -4.754088536388e-12       0.000000000000e+00       6.615576856842e-12       1.155444400718e-12      -6.296449488331e-15 
  119       4.481692686984e-10       1.369638174402e-13      -4.829522436676e-12       0.000000000000e+00       6.464115086907e-12       1.134036463439e-12      -6.239048581679e-15 
  120       4.527503294258e-10       1.380958074386e-13      -4.903475735282e-12       0.000000000000e+00       6.317100078483e-12       1.113164389460e-12      -6.174037135869e-15 
  121       4.573413022277e-10       1.391696788604e-13      -4.975872150882e-12       0.000000000000e+00       6.174466260062e-12       1.092825950004e-12      -6.102343889754e-15 
  122       4.619412047403e-10       1.401842469109e-13      -5.046635422697e-12       0.000000000000e+00       6.036120391057e-12       1.073015570901e-12      -6.024970960559e-15 
  123       4.665489591492e-10       1.411383742158e-13      -5.115689344535e-12       0.000000000000e+00       5.901940785411e-12       1.053724234407e-12      -5.942995398182e-15 
  124       4.711633894971e-10       1.420309724183e-13      -5.182957798822e-12       0.000000000000e+00       5.771776535205e-12       1.034939381030e-12      -5.857570739500e-15 
  125       4.757832189920e-10       1.428610037753e-13      -5.248364790640e-12       0.000000000000e+00       5.645446734274e-12       1.016644811353e-12      -5.769928562672e-15 
  126       4.804070673150e-10       1.436274827548e-13      -5.311834481758e-12       0.000000000000e+00       5.522739701809e-12       9.988205878582e-13      -5.681380041444e-15 
  127       4.850334479281e-10       1.443294776318e-13      -5.373291224667e-12       0.000000000000e+00       5.403412205976e-12       9.814429367519e-13      -5.593317499450e-15 
  128       4.896607653823e-10       1.449661120856e-13      -5.432659596620e-12       0.000000000000e+00       5.287188687517e-12       9.644841497874e-13      -5.507215964517e-15 
  129       4.942874701489e-10       1.455366084382e-13      -5.489865577695e-12       0.000000000000e+00       5.173820442011e-12       9.479185797608e-13      -5.424336554963e-15 
  130       4.989125480362e-10       1.460404193412e-13      -5.544840158840e-12       0.000000000000e+00       5.063272156134e-12       9.317415791539e-13      -5.344796547809e-15 
  131       5.035350796252e-10       1.464771136196e-13      -5.597516195795e-12       0.000000000000e+00       4.955554462698e-12       9.159524632226e-13      -5.268399758346e-15 
  132       5.081540860088e-10       1.468463378014e-13      -5.647827342350e-12       0.000000000000e+00       4.850665472384e-12       9.005485485245e-13      -5.194924990022e-15 
  133       5.127685272269e-10       1.471478180118e-13      -5.695708092560e-12       0.000000000000e+00       4.748590426400e-12       8.855250983471e-13      -5.124125455169e-15 
  134       5.173773007018e-10       1.473813618681e-13      -5.741093822968e-12       0.000000000000e+00       4.649301349131e-12       8.708752681357e-13      -5.055728195722e-15 
  135       5.219792396730e-10       1.475468603741e-13      -5.783920834828e-12       0.000000000000e+00       4.552756700793e-12       8.565900509217e-13      -4.989433503938e-15 
  136       5.265731116323e-10       1.476442898154e-13      -5.824126396323e-12       0.000000000000e+00       4.458901030080e-12       8.426582227504e-13      -4.924914343126e-15 
  137       5.311576167591e-10       1.476737136534e-13      -5.861648784788e-12       0.000000000000e+00       4.367664626826e-12       8.290662881093e-13      -4.861815768362e-15 
  138       5.357313863553e-10       1.476352844202e-13      -5.896427328931e-12       0.000000000000e+00       4.278963174647e-12       8.157984253563e-13      -4.799754347213e-15 
  139       5.402929812806e-10       1.475292456135e-13      -5.928402451054e-12       0.000000000000e+00       4.192697403600e-12       8.028364321472e-13      -4.738317580463e-15 
  140       5.448408903871e-10       1.473559335910e-13      -5.957515709274e-12       0.000000000000e+00       4.108752742833e-12       7.901596708645e-13      -4.677063322829e-15 
  141       5.493735289552e-10       1.471157794651e-13      -5.983709839744e-12       0.000000000000e+00       4.026998973238e-12       7.777450140450e-13      -4.615519203688e-15 
  142       5.538892371278e-10       1.468093109977e-13      -6.006928798872e-12       0.000000000000e+00       3.947289880102e-12       7.655667898082e-13      -4.553182047798e-15 
  143       5.583862783460e-10       1.464371544950e-13      -6.027117805549e-12       0.000000000000e+00       3.869462905760e-12       7.535967272840e-13      -4.489517296018e-15 
  144       5.628629757515e-10       1.460000395087e-13      -6.044223713944e-12       0.000000000000e+00       3.793373207341e-12       7.418102035504e-13      -4.424077029830e-15 
  145       5.673181398536e-10       1.454988094651e-13      -6.058196084215e-12       0.000000000000e+00       3.719000347476e-12       7.302057937575e-13      -4.356868381650e-15 
  146       5.717506802458e-10       1.449344156906e-13      -6.068986298112e-12       0.000000000000e+00       3.646351510539e-12       7.187875536175e-13      -4.288020512741e-15 
  147       5.761594706591e-10       1.443079165927e-13      -6.076547281601e-12       0.000000000000e+00       3.575427893747e-12       7.075588727706e-13      -4.217669372243e-15 
  148       5.805433481904e-10       1.436204795708e-13      -6.080833548986e-12       0.000000000000e+00       3.506224557543e-12       6.965224564287e-13      -4.145957799519e-15 
  149       5.849011125300e-10       1.428733829272e-13      -6.081801247031e-12       0.000000000000e+00       3.438730275982e-12       6.856803070185e-13      -4.073035626517e-15 
  150       5.892315251898e-10       1.420680177777e-13      -6.079408199079e-12       0.000000000000e+00       3.372927387107e-12       6.750337058258e-13      -3.999059780113e-15 
  151       5.935333087315e-10       1.412058899623e-13      -6.073613949176e-12       0.000000000000e+00       3.308791643338e-12       6.645831946386e-13      -3.924194384474e-15 
  152       5.978051459943e-10       1.402886219563e-13      -6.064379806190e-12       0.000000000000e+00       3.246292061853e-12       6.543285573912e-13      -3.848610863402e-15 
  153       6.020456793230e-10       1.393179547809e-13      -6.051668887929e-12       0.000000000000e+00       3.185390774967e-12       6.442688018077e-13      -3.772488042697e-15 
  154       6.062535097963e-10       1.382957499141e-13      -6.035446165269e-12       0.000000000000e+00       3.126042880522e-12       6.344021410454e-13      -3.696012252501e-15 
  155       6.104271964542e-10       1.372239912015e-13      -6.015678506270e-12       0.000000000000e+00       3.068196292263e-12       6.247259753389e-13      -3.619377429656e-15 
  156       6.145652555267e-10       1.361047867671e-13      -5.992334720298e-12       0.000000000000e+00       3.011791590223e-12       6.152368736433e-13      -3.542785220058e-15 
  157       6.186661596611e-10       1.349403709239e-13      -5.965385602146e-12       0.000000000000e+00       2.956761871107e-12       6.059305552782e-13      -3.466445081006e-15 
  158       6.227283371508e-10       1.337331060852e-13      -5.934803976156e-12       0.000000000000e+00       2.903032598673e-12       5.968018715711e-13      -3.390574383561e-15 
  159       6.267501711626e-10       1.324854846750e-13      -5.900564740339e-12       0.000000000000e+00       2.850521454117e-12       5.878447875015e-13      -3.315398514894e-15 
  160       6.307299989651e-10       1.312001310387e-13      -5.862644910496e-12       0.000000000000e+00       2.799138186453e-12       5.790523633437e-13      -3.241150980639e-15 
  161       6.346662264068e-10       1.298797361639e-13      -5.821023361037e-12       0.000000000000e+00       2.748803090579e-12       5.704184120038e-13      -3.168031709532e-15 
  162       6.385576843490e-10       1.285268513426e-13      -5.775679929047e-12       0.000000000000e+00       2.699504591914e-12       5.619426742683e-13      -3.096077608782e-15 
  163       6.424033024248e-10       1.271440798284e-13      -5.726596314943e-12       0.000000000000e+00       2.651246491886e-12       5.536260682653e-13      -3.025280703885e-15 
  164       6.462019963834e-10       1.257341439752e-13      -5.673756421035e-12       0.000000000000e+00       2.604029734857e-12       5.454690443711e-13      -2.955628817556e-15 
  165       6.499526678491e-10       1.242998868388e-13      -5.617146394258e-12       0.000000000000e+00       2.557852344202e-12       5.374715745646e-13      -2.887105479772e-15 
  166       6.536542040787e-10       1.228442737782e-13      -5.556754668887e-12       0.000000000000e+00       2.512709358402e-12       5.296331417796e-13      -2.819689837822e-15 
  167       6.573054777207e-10       1.213703940577e-13      -5.492572009274e-12       0.000000000000e+00       2.468592767126e-12       5.219527292590e-13      -2.753356566354e-15 
  168       6.609053465725e-10       1.198814624486e-13      -5.424591552565e-12       0.000000000000e+00       2.425491447318e-12       5.144288099072e-13      -2.688075777421e-15 
  169       6.644526533397e-10       1.183808208303e-13      -5.352808851429e-12       0.000000000000e+00       2.383391099285e-12       5.070593356441e-13      -2.623812930528e-15 
  170       6.679462253937e-10       1.168719397927e-13      -5.277221916783e-12       0.000000000000e+00       2.342274182783e-12       4.998417267581e-13      -2.560528742680e-15 
  171       6.713848745300e-10       1.153584202373e-13      -5.197831260518e-12       0.000000000000e+00       2.302119853101e-12       4.927728612596e-13      -2.498179098431e-15 
  172       6.747673967269e-10       1.138439949793e-13      -5.114639938226e-12       0.000000000000e+00       2.262903897151e-12       4.858490642339e-13      -2.436714959927e-15 
  173       6.780925719032e-10       1.123325303491e-13      -5.027653591920e-12       0.000000000000e+00       2.224598669551e-12       4.790660971950e-13      -2.376082276955e-15 
  174       6.813591636769e-10       1.108280277936e-13      -4.936880492768e-12       0.000000000000e+00       2.187173028713e-12       4.724191474385e-13      -2.316221896992e-15 
  175       6.845659191230e-10       1.093346254786e-13      -4.842331583811e-12       0.000000000000e+00       2.150592272930e-12       4.659028173951e-13      -2.257069475248e-15 
  176       6.877115685324e-10       1.078565998901e-13      -4.744020522691e-12       0.000000000000e+00       2.114818076461e-12       4.595111139838e-13      -2.198555384719e-15 
  177       6.907948251696e-10       1.063983674356e-13      -4.641963724379e-12       0.000000000000e+00       2.079808425618e-12       4.532374379655e-13      -2.140604626227e-15 
  178       6.938143850311e-10       1.049644860466e-13      -4.536180403899e-12       0.000000000000e+00       2.045517554851e-12       4.470745732958e-13      -2.083136738474e-15 
  179       6.967689266038e-10       1.035596567795e-13      -4.426692619050e-12       0.000000000000e+00       2.011895882839e-12       4.410146764787e-13      -2.026065708083e-15 
  180       6.996571981624e-10       1.021885476910e-13      -4.313523576816e-12       0.000000000000e+00       1.978899938603e-12       4.350508963778e-13      -1.969317345921e-15 
  181       7.024782879265e-10       1.008552464612e-13      -4.196692312783e-12       0.000000000000e+00       1.946523155704e-12       4.291823998732e-13      -1.912883148504e-15 
