# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   47       1.848074207293e-10       1.390196759652e-14       1.263907672794e-13       9.109329884293e-17       6.167474730133e-11       7.968246925602e-12      -1.240895188789e-14 
   48       1.874006390440e-10       1.487290604533e-14       1.043961319317e-13       9.502982470065e-17       5.896535468101e-11       7.648135081424e-12      -1.245947064360e-14 
   49       1.900292405026e-10       1.588383437516e-14       8.038409242284e-14       9.905165698216e-17       5.641678746421e-11       7.345319356520e-12      -1.197416969817e-14 
   50       1.926996140778e-10       1.693502753930e-14       5.431354671956e-14       1.031585886160e-16       5.400348774796e-11       7.057422896172e-12      -1.094453992301e-14 
   51       1.954115302646e-10       1.802653185121e-14       2.623822113798e-14       1.073503520128e-16       5.172098463405e-11       6.784301103713e-12      -9.519288139745e-15 
   52       1.981610463173e-10       1.915826589594e-14      -3.747184988547e-15       1.116266223353e-16       4.956713573585e-11       6.526048012868e-12      -7.916723029287e-15 
   53       2.009414726532e-10       2.033005621052e-14      -3.552654820306e-14       1.159870171756e-16       4.753490440652e-11       6.282227470999e-12      -6.393143074570e-15 
   54       2.037431806853e-10       2.154163398464e-14      -6.896136962972e-14       1.204310940841e-16       4.561203026413e-11       6.051836221556e-12      -5.244689133208e-15 
   55       2.065568675565e-10       2.279270523520e-14      -1.039268968400e-13       1.249583998105e-16       4.378477339873e-11       5.833617267913e-12      -4.730408322786e-15 
   56       2.093847403184e-10       2.408318930205e-14      -1.404331769614e-13       1.295686380119e-16       4.205099101448e-11       5.627175700024e-12      -4.814820185994e-15 
   57       2.122317735464e-10       2.541303382089e-14      -1.785324094915e-13       1.342615388793e-16       4.040973220506e-11       5.432075399074e-12      -5.364643360798e-15 
   58       2.151024396334e-10       2.678214601335e-14      -2.182849902593e-13       1.390368106298e-16       3.885728184375e-11       5.247490278513e-12      -6.220790549428e-15 
   59       2.180006513067e-10       2.819039225038e-14      -2.597600045393e-13       1.438941390510e-16       3.738698982345e-11       5.072181013828e-12      -7.197151401920e-15 
   60       2.209297041456e-10       2.963759761569e-14      -3.030357201646e-13       1.488331870450e-16       3.598910029674e-11       4.904471772323e-12      -8.079375399638e-15 
   61       2.238921961511e-10       3.112347900443e-14      -3.481816738115e-13       1.538536674811e-16       3.465346313429e-11       4.742707028855e-12      -8.675019027614e-15 
   62       2.268898954024e-10       3.264742785932e-14      -3.951991156030e-13       1.589555818962e-16       3.337876581217e-11       4.586794477673e-12      -8.979894124825e-15 
   63       2.299237405553e-10       3.420867767056e-14      -4.440680108594e-13       1.641390348082e-16       3.216508013463e-11       4.436968726390e-12      -9.047068339437e-15 
   64       2.329938041105e-10       3.580636364222e-14      -4.947641782030e-13       1.694041669678e-16       3.101108513168e-11       4.293333891967e-12      -8.939200136155e-15 
   65       2.360992342026e-10       3.743952014665e-14      -5.472591986371e-13       1.747511572283e-16       2.991398774973e-11       4.155855563256e-12      -8.728951429797e-15 
   66       2.392381963898e-10       3.910707817907e-14      -6.015203246246e-13       1.801802244159e-16       2.886944354220e-11       4.024352763541e-12      -8.499400218870e-15 
   67       2.424078154427e-10       4.080786281207e-14      -6.575103891674e-13       1.856916291996e-16       2.787147736012e-11       3.898489913076e-12      -8.344453219138e-15 
   68       2.456052560195e-10       4.254069339147e-14      -7.151920351788e-13       1.912856642321e-16       2.691407977892e-11       3.777889623408e-12      -8.346882529392e-15 
   69       2.488313490862e-10       4.430471338947e-14      -7.745416019868e-13       1.969626180714e-16       2.599654928820e-11       3.662515586263e-12      -8.506345428003e-15 
   70       2.520875991082e-10       4.609912312274e-14      -8.355379021956e-13       2.027228072749e-16       2.511909506898e-11       3.552353185656e-12      -8.797453752183e-15 
   71       2.553750816185e-10       4.792308300540e-14      -8.981581695738e-13       2.085665890232e-16       2.428122123575e-11       3.447290672214e-12      -9.190702604343e-15 
   72       2.586944141341e-10       4.977571363125e-14      -9.623780786269e-13       2.144943626907e-16       2.348169038482e-11       3.347114216047e-12      -9.652310710273e-15 
   73       2.620457270730e-10       5.165609585589e-14      -1.028171764170e-12       2.205065714153e-16       2.271848714261e-11       3.251502959611e-12      -1.014406077733e-14 
   74       2.654286346706e-10       5.356327087892e-14      -1.095511840898e-12       2.266037036689e-16       2.198878171400e-11       3.160024070578e-12      -1.062313985260e-14 
   75       2.688422058966e-10       5.549624032613e-14      -1.164369422962e-12       2.327862948269e-16       2.128889343064e-11       3.072127794706e-12      -1.104197968110e-14 
   76       2.722855146411e-10       5.745384191716e-14      -1.234711463386e-12       2.390548361756e-16       2.061520453834e-11       2.987283035484e-12      -1.135879223812e-14 
   77       2.757594703906e-10       5.943435011170e-14      -1.306492168951e-12       2.454094793053e-16       1.996717451266e-11       2.905423571946e-12      -1.157174722551e-14 
   78       2.792652700973e-10       6.143580245014e-14      -1.379660048058e-12       2.518502804137e-16       1.934481174679e-11       2.826574600934e-12      -1.169076592561e-14 
   79       2.828038315983e-10       6.345611507847e-14      -1.454160417182e-12       2.583772877643e-16       1.874775538454e-11       2.750717396863e-12      -1.172743763677e-14 
   80       2.863757764115e-10       6.549308027924e-14      -1.529935365489e-12       2.649905413584e-16       1.817525835411e-11       2.677787246205e-12      -1.169507934469e-14 
   81       2.899814125301e-10       6.754436400247e-14      -1.606923719442e-12       2.716900726070e-16       1.762617040182e-11       2.607671381973e-12      -1.160879539384e-14 
   82       2.936207172178e-10       6.960750339665e-14      -1.685061007424e-12       2.784759040029e-16       1.709892112590e-11       2.540206918202e-12      -1.148553715886e-14 
   83       2.972933198045e-10       7.167990433965e-14      -1.764279424343e-12       2.853480487925e-16       1.659150301018e-11       2.475178784434e-12      -1.134416271591e-14 
   84       3.009987588475e-10       7.375907337518e-14      -1.844512691084e-12       2.923065249732e-16       1.610195934120e-11       2.412373854716e-12      -1.120151451897e-14 
   85       3.047373402889e-10       7.584336310874e-14      -1.925711635967e-12       2.993514006688e-16       1.562997806020e-11       2.351758169354e-12      -1.105977461051e-14 
   86       3.085093906799e-10       7.793134643016e-14      -2.007831143497e-12       3.064827557099e-16       1.517553225972e-11       2.293325442348e-12      -1.091711283070e-14 
   87       3.123149830549e-10       8.002159454389e-14      -2.090825535380e-12       3.137006678916e-16       1.473839043732e-11       2.237042374517e-12      -1.077147528700e-14 
   88       3.161539243375e-10       8.211267843957e-14      -2.174648617405e-12       3.210052128861e-16       1.431810801471e-11       2.182847532418e-12      -1.062057710131e-14 
   89       3.200257427472e-10       8.420317036250e-14      -2.259253726324e-12       3.283964641558e-16       1.391401885695e-11       2.130650227286e-12      -1.046189515703e-14 
   90       3.239296752055e-10       8.629164528424e-14      -2.344593776733e-12       3.358744928655e-16       1.352522679166e-11       2.080329393954e-12      -1.029266084616e-14 
   91       3.278646547424e-10       8.837668237314e-14      -2.430621307948e-12       3.434393677957e-16       1.315059712814e-11       2.031732469785e-12      -1.010985281645e-14 
   92       3.318292979027e-10       9.045686646486e-14      -2.517288530889e-12       3.510911552550e-16       1.278874817661e-11       1.984674273602e-12      -9.910189718470e-15 
   93       3.358222980510e-10       9.253068976545e-14      -2.604543551655e-12       3.588300267175e-16       1.243837897480e-11       1.938981685332e-12      -9.691240406183e-15 
   94       3.398437003074e-10       9.459623685517e-14      -2.692318290725e-12       3.666566004428e-16       1.209932727152e-11       1.894637806787e-12      -9.454961294620e-15 
   95       3.438937959701e-10       9.665145480765e-14      -2.780538825028e-12       3.745716513136e-16       1.177165572410e-11       1.851657510813e-12      -9.204680086691e-15 
   96       3.479727267743e-10       9.869424883585e-14      -2.869129043820e-12       3.825760090617e-16       1.145532605501e-11       1.810043086686e-12      -8.944033701472e-15 
   97       3.520804778695e-10       1.007224823930e-13      -2.958010643087e-12       3.906705596595e-16       1.115019518610e-11       1.769783747746e-12      -8.676976360402e-15 
   98       3.562168707983e-10       1.027339772740e-13      -3.047103119937e-12       3.988562467114e-16       1.085601137282e-11       1.730855139019e-12      -8.407787673487e-15 
   99       3.603815564740e-10       1.047265137158e-13      -3.136323767005e-12       4.071340728456e-16       1.057241033852e-11       1.693218844847e-12      -8.141080725510e-15 
  100       3.645740081586e-10       1.066978304992e-13      -3.225587666842e-12       4.155051011052e-16       1.029891140864e-11       1.656821896517e-12      -7.881810162222e-15 
  101       3.687935144412e-10       1.086456250494e-13      -3.314807686322e-12       4.239704563397e-16       1.003491364500e-11       1.621596279883e-12      -7.635280276559e-15 
  102       3.730391722157e-10       1.105675535373e-13      -3.403894471033e-12       4.325313265966e-16       9.779691979995e-12       1.587458443003e-12      -7.407153094832e-15 
  103       3.773098796591e-10       1.124612309803e-13      -3.492756439680e-12       4.411889645128e-16       9.532393350916e-12       1.554308803757e-12      -7.203456462942e-15 
  104       3.816045522813e-10       1.143243401264e-13      -3.581303881840e-12       4.499445623947e-16       9.292230000291e-12       1.522054727905e-12      -7.029181053534e-15 
  105       3.859228194380e-10       1.161549746389e-13      -3.669461893733e-12       4.587988552436e-16       9.059097441904e-12       1.490684058811e-12      -6.883838125998e-15 
  106       3.902644092538e-10       1.179513426750e-13      -3.757159187577e-12       4.677524664490e-16       8.833033154742e-12       1.460200648831e-12      -6.765313966037e-15 
  107       3.946289294366e-10       1.197116635237e-13      -3.844324183284e-12       4.768060293152e-16       8.614025192727e-12       1.430601544242e-12      -6.671220047592e-15 
  108       3.990158627069e-10       1.214341689023e-13      -3.930885047952e-12       4.859601870640e-16       8.402010485619e-12       1.401876750788e-12      -6.598885612684e-15 
  109       4.034245622272e-10       1.231171042530e-13      -4.016769735350e-12       4.952155928389e-16       8.196873139924e-12       1.374008999229e-12      -6.545350251254e-15 
  110       4.078542470318e-10       1.247587300391e-13      -4.101906025412e-12       5.045729097079e-16       7.998442739807e-12       1.346973510879e-12      -6.507356481003e-15 
  111       4.123039974554e-10       1.263573230415e-13      -4.186221563723e-12       5.140328106673e-16       7.806492647992e-12       1.320737763154e-12      -6.481342327232e-15 
  112       4.167727505632e-10       1.279111776556e-13      -4.269643901014e-12       5.235959786449e-16       7.620738306673e-12       1.295261255114e-12      -6.463433902683e-15 
  113       4.212592955798e-10       1.294186071871e-13      -4.352100532646e-12       5.332631065037e-16       7.440835538424e-12       1.270495273011e-12      -6.449437987376e-15 
  114       4.257622693188e-10       1.308779451489e-13      -4.433518938104e-12       5.430348970448e-16       7.266378847103e-12       1.246382655832e-12      -6.434834608453e-15 
  115       4.302801516124e-10       1.322875465575e-13      -4.513826620486e-12       5.529120630116e-16       7.096899718757e-12       1.222857560840e-12      -6.414769620018e-15 
  116       4.348114735142e-10       1.336458237000e-13      -4.592950556500e-12       5.628953254617e-16       6.931969280206e-12       1.199860642343e-12      -6.385062294791e-15 
  117       4.393554803999e-10       1.349513555979e-13      -4.670815386175e-12       5.729854086544e-16       6.771524067103e-12       1.177387182849e-12      -6.345382941043e-15 
  118       4.439115412798e-10       1.362027943485e-13      -4.747345076186e-12       5.831830445452e-16       6.615576856842e-12       1.155444400718e-12      -6.296449488331e-15 
  119       4.484789405782e-10       1.373988334290e-13      -4.822463523554e-12       5.934889743505e-16       6.464115086907e-12       1.134036463439e-12      -6.239048581679e-15 
  120       4.530568754443e-10       1.385382092978e-13      -4.896094589926e-12       6.039039485361e-16       6.317100078483e-12       1.113164389460e-12      -6.174037135869e-15 
  121       4.576444530628e-10       1.396197029954e-13      -4.968162135853e-12       6.144287268066e-16       6.174466260062e-12       1.092825950004e-12      -6.102343889754e-15 
  122       4.622406879646e-10       1.406421417463e-13      -5.038590055064e-12       6.250640780942e-16       6.036120391057e-12       1.073015570901e-12      -6.024970960559e-15 
  123       4.668444993372e-10       1.416044005595e-13      -5.107302308747e-12       6.358107805478e-16       5.901940785411e-12       1.053724234407e-12      -5.942995398182e-15 
  124       4.714547083358e-10       1.425054038303e-13      -5.174222959827e-12       6.466696215220e-16       5.771776535205e-12       1.034939381030e-12      -5.857570739500e-15 
  125       4.760700353937e-10       1.433441269413e-13      -5.239276207241e-12       6.576413975659e-16       5.645446734274e-12       1.016644811353e-12      -5.769928562672e-15 
  126       4.806890975331e-10       1.441195978634e-13      -5.302386420217e-12       6.687269144125e-16       5.522739701809e-12       9.988205878582e-13      -5.681380041444e-15 
  127       4.853104056756e-10       1.448308987579e-13      -5.363478172553e-12       6.799269869673e-16       5.403412205976e-12       9.814429367519e-13      -5.593317499450e-15 
  128       4.899323619532e-10       1.454771675766e-13      -5.422476276893e-12       6.912424392976e-16       5.287188687517e-12       9.644841497874e-13      -5.507215964517e-15 
  129       4.945534144227e-10       1.460576412498e-13      -5.479306958015e-12       7.026741144599e-16       5.173820442011e-12       9.479185797608e-13      -5.424336554963e-15 
  130       4.991725461126e-10       1.465717872023e-13      -5.533901445418e-12       7.142229052247e-16       5.063272156134e-12       9.317415791539e-13      -5.344796547809e-15 
  131       5.037888347929e-10       1.470191893576e-13      -5.586192841458e-12       7.258897267169e-16       4.955554462698e-12       9.159524632226e-13      -5.268399758346e-15 
  132       5.084012988325e-10       1.473995097259e-13      -5.636115059677e-12       7.376755069386e-16       4.850665472384e-12       9.005485485245e-13      -5.194924990022e-15 
  133       5.130088956358e-10       1.477124903025e-13      -5.683602867231e-12       7.495811868286e-16       4.748590426400e-12       8.855250983471e-13      -5.124125455169e-15 
  134       5.176105200802e-10       1.479579549667e-13      -5.728591927316e-12       7.616077203213e-16       4.649301349131e-12       8.708752681357e-13      -5.055728195722e-15 
  135       5.222050029527e-10       1.481358113808e-13      -5.771018841601e-12       7.737560744069e-16       4.552756700793e-12       8.565900509217e-13      -4.989433503938e-15 
  136       5.267911093870e-10       1.482460528889e-13      -5.810821192651e-12       7.860272291898e-16       4.458901030080e-12       8.426582227504e-13      -4.924914343126e-15 
  137       5.313675373007e-10       1.482887604154e-13      -5.847937586356e-12       7.984221779490e-16       4.367664626826e-12       8.290662881093e-13      -4.861815768362e-15 
  138       5.359329158321e-10       1.482641043643e-13      -5.882307694361e-12       8.109419271967e-16       4.278963174647e-12       8.157984253563e-13      -4.799754347213e-15 
  139       5.404858037770e-10       1.481723465175e-13      -5.913872296493e-12       8.235874967385e-16       4.192697403600e-12       8.028364321472e-13      -4.738317580463e-15 
  140       5.450246880264e-10       1.480138419342e-13      -5.942573323188e-12       8.363599197319e-16       4.108752742833e-12       7.901596708645e-13      -4.677063322829e-15 
  141       5.495479820026e-10       1.477890408490e-13      -5.968353897923e-12       8.492602427464e-16       4.026998973238e-12       7.777450140450e-13      -4.615519203688e-15 
  142       5.540540240969e-10       1.474984905715e-13      -5.991158379635e-12       8.622895258228e-16       3.947289880102e-12       7.655667898082e-13      -4.553182047798e-15 
  143       5.585410761064e-10       1.471428373846e-13      -6.010932405162e-12       8.754488425323e-16       3.869462905760e-12       7.535967272840e-13      -4.489517296018e-15 
  144       5.630074600354e-10       1.467228300377e-13      -6.027623251410e-12       8.887391672494e-16       3.793373207341e-12       7.418102035504e-13      -4.424077029830e-15 
  145       5.674519870019e-10       1.462393266061e-13      -6.041180872571e-12       9.021610243189e-16       3.719000347476e-12       7.302057937575e-13      -4.356868381650e-15 
  146       5.718735678410e-10       1.456932919206e-13      -6.051557046296e-12       9.157148042533e-16       3.646351510539e-12       7.187875536175e-13      -4.288020512741e-15 
  147       5.762710777769e-10       1.450857979249e-13      -6.058705106997e-12       9.294008728305e-16       3.575427893747e-12       7.075588727706e-13      -4.217669372243e-15 
  148       5.806433556543e-10       1.444180255838e-13      -6.062579990115e-12       9.432195705043e-16       3.506224557543e-12       6.965224564287e-13      -4.145957799519e-15 
  149       5.849892031711e-10       1.436912667911e-13      -6.063138276386e-12       9.571712118164e-16       3.438730275982e-12       6.856803070185e-13      -4.073035626517e-15 
  150       5.893073841105e-10       1.429069262773e-13      -6.060338236105e-12       9.712560848072e-16       3.372927387107e-12       6.750337058258e-13      -3.999059780113e-15 
  151       5.935966235729e-10       1.420665235181e-13      -6.054139873390e-12       9.854744504270e-16       3.308791643338e-12       6.645831946386e-13      -3.924194384474e-15 
  152       5.978556072085e-10       1.411716946420e-13      -6.044504970454e-12       9.998265419473e-16       3.246292061853e-12       6.543285573912e-13      -3.848610863402e-15 
  153       6.020829804495e-10       1.402241943382e-13      -6.031397131864e-12       1.014312564372e-15       3.185390774967e-12       6.442688018077e-13      -3.772488042697e-15 
  154       6.062773477418e-10       1.392258977650e-13      -6.014781828810e-12       1.028932693849e-15       3.126042880522e-12       6.344021410454e-13      -3.696012252501e-15 
  155       6.104372717777e-10       1.381788024575e-13      -5.994626443370e-12       1.043687077080e-15       3.068196292263e-12       6.247259753389e-13      -3.619377429656e-15 
  156       6.145612727281e-10       1.370850302356e-13      -5.970900312775e-12       1.058575830733e-15       3.011791590223e-12       6.152368736433e-13      -3.542785220058e-15 
  157       6.186478274742e-10       1.359468291119e-13      -5.943574773677e-12       1.073599040854e-15       2.956761871107e-12       6.059305552782e-13      -3.466445081006e-15 
  158       6.226953688403e-10       1.347665752001e-13      -5.912623206412e-12       1.088756762278e-15       2.903032598673e-12       5.968018715711e-13      -3.390574383561e-15 
  159       6.267022848257e-10       1.335467746222e-13      -5.878021079266e-12       1.104049018037e-15       2.850521454117e-12       5.878447875015e-13      -3.315398514894e-15 
  160       6.306669178368e-10       1.322900654174e-13      -5.839745992743e-12       1.119475798776e-15       2.799138186453e-12       5.790523633437e-13      -3.241150980639e-15 
  161       6.345876788782e-10       1.309991512389e-13      -5.797777400221e-12       1.135037072623e-15       2.748803090579e-12       5.704184120038e-13      -3.168031709532e-15 
  162       6.384634030852e-10       1.296765918530e-13      -5.752095649232e-12       1.150732817019e-15       2.699504591914e-12       5.619426742683e-13      -3.096077608782e-15 
  163       6.422930243112e-10       1.283249976734e-13      -5.702682939605e-12       1.166562988592e-15       2.651246491886e-12       5.536260682653e-13      -3.025280703885e-15 
  164       6.460754627589e-10       1.269470978873e-13      -5.649523681886e-12       1.182527512411e-15       2.604029734857e-12       5.454690443711e-13      -2.955628817556e-15 
  165       6.498096247426e-10       1.255457420494e-13      -5.592604540110e-12       1.198626281448e-15       2.557852344202e-12       5.374715745646e-13      -2.887105479772e-15 
  166       6.534944024483e-10       1.241239016759e-13      -5.531914474583e-12       1.214859156034e-15       2.512709358402e-12       5.296331417796e-13      -2.819689837822e-15 
  167       6.571286736956e-10       1.226846718388e-13      -5.467444784656e-12       1.231225963318e-15       2.468592767126e-12       5.219527292590e-13      -2.753356566354e-15 
  168       6.607113016980e-10       1.212312727602e-13      -5.399189151503e-12       1.247726496732e-15       2.425491447318e-12       5.144288099072e-13      -2.688075777421e-15 
  169       6.642411348249e-10       1.197670514061e-13      -5.327143680897e-12       1.264360515443e-15       2.383391099285e-12       5.070593356441e-13      -2.623812930528e-15 
  170       6.677170063618e-10       1.182954830807e-13      -5.251306945985e-12       1.281127743816e-15       2.342274182783e-12       4.998417267581e-13      -2.560528742680e-15 
  171       6.711377342723e-10       1.168201730207e-13      -5.171680030069e-12       1.298027870876e-15       2.302119853101e-12       4.927728612596e-13      -2.498179098431e-15 
  172       6.745021209586e-10       1.153448579894e-13      -5.088266569382e-12       1.315060549762e-15       2.262903897151e-12       4.858490642339e-13      -2.436714959927e-15 
  173       6.778089530227e-10       1.138734078706e-13      -5.001072795860e-12       1.332225397189e-15       2.224598669551e-12       4.790660971950e-13      -2.376082276955e-15 
  174       6.810570010276e-10       1.124098272632e-13      -4.910107579923e-12       1.349521992907e-15       2.187173028713e-12       4.724191474385e-13      -2.316221896992e-15 
  175       6.842450192586e-10       1.109582570749e-13      -4.815382473254e-12       1.366949879160e-15       2.150592272930e-12       4.659028173951e-13      -2.257069475248e-15 
  176       6.873717454840e-10       1.095229761167e-13      -4.716911751569e-12       1.384508560149e-15       2.114818076461e-12       4.595111139838e-13      -2.198555384719e-15 
  177       6.904359007166e-10       1.081084026967e-13      -4.614712457399e-12       1.402197501483e-15       2.079808425618e-12       4.532374379655e-13      -2.140604626227e-15 
  178       6.934361889745e-10       1.067190962149e-13      -4.508804442867e-12       1.420016129647e-15       2.045517554851e-12       4.470745732958e-13      -2.083136738474e-15 
  179       6.963712970425e-10       1.053597587564e-13      -4.399210412460e-12       1.437963831458e-15       2.011895882839e-12       4.410146764787e-13      -2.026065708083e-15 
  180       6.992399816353e-10       1.040350573160e-13      -4.285954198604e-12       1.456039923050e-15       1.978899938603e-12       4.350508963778e-13      -1.969317345921e-15 
  181       7.020413391357e-10       1.027490713370e-13      -4.169055345732e-12       1.474243555220e-15       1.946523155704e-12       4.291823998732e-13      -1.912883148504e-15 
