# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  671       2.391299010221e-10       4.999034405108e-12      -9.624424620406e-12       1.017530630538e-14       2.531660900465e-14       5.346269530725e-15      -6.938953994899e-16 
  672       2.394186063280e-10       5.001171802846e-12      -9.844402433389e-12       1.018284210808e-14       2.517851624325e-14       5.365838383165e-15      -6.931473930431e-16 
  673       2.397320705392e-10       5.002488442857e-12      -1.006317144913e-11       1.019048840979e-14       2.504136892712e-14       5.385081850342e-15      -6.923254273173e-16 
  674       2.400700314745e-10       5.002986950593e-12      -1.028064371095e-11       1.019824686621e-14       2.490516163091e-14       5.403996397418e-15      -6.914295250955e-16 
  675       2.404322218268e-10       5.002670045553e-12      -1.049673037775e-11       1.020611914030e-14       2.476988873152e-14       5.422578476448e-15      -6.904597146583e-16 
  676       2.408183691409e-10       5.001540541699e-12      -1.071134172093e-11       1.021410690231e-14       2.463554440713e-14       5.440824526369e-15      -6.894160298101e-16 
  677       2.412281957922e-10       4.999601347882e-12      -1.092438712143e-11       1.022221182983e-14       2.450212263628e-14       5.458730972988e-15      -6.882985099053e-16 
  678       2.416614189651e-10       4.996855468265e-12      -1.113577506659e-11       1.023043560771e-14       2.436961719689e-14       5.476294228968e-15      -6.871071998747e-16 
  679       2.421177506317e-10       4.993306002749e-12      -1.134541314720e-11       1.023877992813e-14       2.423802166538e-14       5.493510693818e-15      -6.858421502513e-16 
  680       2.425968975299e-10       4.988956147393e-12      -1.155320805437e-11       1.024724649062e-14       2.410732941568e-14       5.510376753881e-15      -6.845034171975e-16 
  681       2.430985611418e-10       4.983809194839e-12      -1.175906557657e-11       1.025583700199e-14       2.397753361834e-14       5.526888782318e-15      -6.830910625303e-16 
  682       2.436224376725e-10       4.977868534734e-12      -1.196289059655e-11       1.026455317644e-14       2.384862723954e-14       5.543043139100e-15      -6.816051537483e-16 
  683       2.441682180285e-10       4.971137654158e-12      -1.216458708827e-11       1.027339673547e-14       2.372060304019e-14       5.558836170994e-15      -6.800457640577e-16 
  684       2.447355877956e-10       4.963620138041e-12      -1.236405811393e-11       1.028236940795e-14       2.359345357496e-14       5.574264211551e-15      -6.784129723985e-16 
  685       2.453242272181e-10       4.955319669590e-12      -1.256120582086e-11       1.029147293012e-14       2.346717119137e-14       5.589323581093e-15      -6.767068634711e-16 
  686       2.459338111768e-10       4.946240030714e-12      -1.275593143851e-11       1.030070904556e-14       2.334174802885e-14       5.604010586703e-15      -6.749275277621e-16 
  687       2.465640091674e-10       4.936385102444e-12      -1.294813527542e-11       1.031007950524e-14       2.321717601778e-14       5.618321522211e-15      -6.730750615708e-16 
  688       2.472144852792e-10       4.925758865359e-12      -1.313771671615e-11       1.031958606751e-14       2.309344687856e-14       5.632252668181e-15      -6.711495670357e-16 
  689       2.478848981734e-10       4.914365400006e-12      -1.332457421825e-11       1.032923049810e-14       2.297055212067e-14       5.645800291901e-15      -6.691511521603e-16 
  690       2.485749010617e-10       4.902208887330e-12      -1.350860530924e-11       1.033901457015e-14       2.284848304175e-14       5.658960647368e-15      -6.670799308396e-16 
  691       2.492841416843e-10       4.889293609090e-12      -1.368970658352e-11       1.034894006419e-14       2.272723072665e-14       5.671729975280e-15      -6.649360228866e-16 
  692       2.500122622891e-10       4.875623948286e-12      -1.386777369939e-11       1.035900876816e-14       2.260678604645e-14       5.684104503019e-15      -6.627195540581e-16 
  693       2.507588996092e-10       4.861204389584e-12      -1.404270137594e-11       1.036922247741e-14       2.248713965761e-14       5.696080444643e-15      -6.604306560812e-16 
  694       2.515236848422e-10       4.846039519736e-12      -1.421438339009e-11       1.037958299474e-14       2.236828200095e-14       5.707654000870e-15      -6.580694666797e-16 
  695       2.523062436283e-10       4.830134028007e-12      -1.438271257345e-11       1.039009213035e-14       2.225020330074e-14       5.718821359069e-15      -6.556361296002e-16 
  696       2.531061960284e-10       4.813492706595e-12      -1.454758080938e-11       1.040075170191e-14       2.213289356377e-14       5.729578693246e-15      -6.531307946384e-16 
  697       2.539231565033e-10       4.796120451057e-12      -1.470887902988e-11       1.041156353450e-14       2.201634257841e-14       5.739922164030e-15      -6.505536176653e-16 
  698       2.547567338915e-10       4.778022260730e-12      -1.486649721255e-11       1.042252946069e-14       2.190053991367e-14       5.749847918667e-15      -6.479047606535e-16 
  699       2.556065313878e-10       4.759203239157e-12      -1.502032437761e-11       1.043365132049e-14       2.178547491823e-14       5.759352091001e-15      -6.451843917036e-16 
  700       2.564721398614e-10       4.739669676625e-12      -1.517026218787e-11       1.044493044140e-14       2.167113817246e-14       5.768431698509e-15      -6.423928103972e-16 
  701       2.573531176995e-10       4.719432321662e-12      -1.531626606590e-11       1.045636606662e-14       2.155752587934e-14       5.777087353924e-15      -6.395308266676e-16 
  702       2.582490105013e-10       4.698503178522e-12      -1.545830492738e-11       1.046795689409e-14       2.144463556311e-14       5.785320610073e-15      -6.365993898732e-16 
  703       2.591593576769e-10       4.676894431933e-12      -1.559634765582e-11       1.047970159343e-14       2.133246462411e-14       5.793133068151e-15      -6.335994642423e-16 
  704       2.600836924243e-10       4.654618447782e-12      -1.573036310288e-11       1.049159880579e-14       2.122101033813e-14       5.800526377932e-15      -6.305320289293e-16 
  705       2.610215417064e-10       4.631687773801e-12      -1.586032008864e-11       1.050364714373e-14       2.111026985587e-14       5.807502237977e-15      -6.273980780727e-16 
  706       2.619724262277e-10       4.608115140261e-12      -1.598618740188e-11       1.051584519111e-14       2.100024020235e-14       5.814062395835e-15      -6.241986208511e-16 
  707       2.629358604111e-10       4.583913460655e-12      -1.610793380039e-11       1.052819150297e-14       2.089091827633e-14       5.820208648258e-15      -6.209346815406e-16 
  708       2.639113523746e-10       4.559095832388e-12      -1.622552801121e-11       1.054068460540e-14       2.078230084971e-14       5.825942841401e-15      -6.176072995715e-16 
  709       2.648984039082e-10       4.533675537463e-12      -1.633893873096e-11       1.055332299544e-14       2.067438456696e-14       5.831266871035e-15      -6.142175295854e-16 
  710       2.658965104510e-10       4.507666043175e-12      -1.644813462611e-11       1.056610514093e-14       2.056716594452e-14       5.836182682750e-15      -6.107664414920e-16 
  711       2.669051610674e-10       4.481081002792e-12      -1.655308433327e-11       1.057902948041e-14       2.046064137027e-14       5.840692272165e-15      -6.072551205260e-16 
  712       2.679238384247e-10       4.453934256246e-12      -1.665375645943e-11       1.059209442302e-14       2.035480710286e-14       5.844797685134e-15      -6.036846673040e-16 
  713       2.689520187690e-10       4.426239830822e-12      -1.675011958233e-11       1.060529834833e-14       2.024965927120e-14       5.848501017952e-15      -6.000561978816e-16 
  714       2.699891719029e-10       4.398011941846e-12      -1.684214225068e-11       1.061863960627e-14       2.014519387384e-14       5.851804417564e-15      -5.963708438099e-16 
  715       2.710347611618e-10       4.369264993371e-12      -1.692979298445e-11       1.063211651696e-14       2.004140677841e-14       5.854710081771e-15      -5.926297521932e-16 
  716       2.720882433908e-10       4.340013578868e-12      -1.701304027519e-11       1.064572737064e-14       1.993829372100e-14       5.857220259438e-15      -5.888340857448e-16 
  717       2.731490689216e-10       4.310272481910e-12      -1.709185258627e-11       1.065947042752e-14       1.983585030563e-14       5.859337250700e-15      -5.849850228449e-16 
  718       2.742166815491e-10       4.280056676865e-12      -1.716619835323e-11       1.067334391768e-14       1.973407200360e-14       5.861063407172e-15      -5.810837575970e-16 
  719       2.752905185087e-10       4.249381329580e-12      -1.723604598397e-11       1.068734604091e-14       1.963295415299e-14       5.862401132152e-15      -5.771314998851e-16 
  720       2.763700104526e-10       4.218261798073e-12      -1.730136385913e-11       1.070147496666e-14       1.953249195797e-14       5.863352880829e-15      -5.731294754304e-16 
  721       2.774545814267e-10       4.186713633215e-12      -1.736212033233e-11       1.071572883384e-14       1.943268048834e-14       5.863921160496e-15      -5.690789258480e-16 
  722       2.785436488478e-10       4.154752579426e-12      -1.741828373043e-11       1.073010575076e-14       1.933351467883e-14       5.864108530747e-15      -5.649811087046e-16 
  723       2.796366234800e-10       4.122394575356e-12      -1.746982235389e-11       1.074460379498e-14       1.923498932861e-14       5.863917603693e-15      -5.608372975746e-16 
  724       2.807329094117e-10       4.089655754578e-12      -1.751670447696e-11       1.075922101321e-14       1.913709910063e-14       5.863351044165e-15      -5.566487820973e-16 
  725       2.818319040323e-10       4.056552446274e-12      -1.755889834806e-11       1.077395542116e-14       1.903983852110e-14       5.862411569923e-15      -5.524168680340e-16 
  726       2.829329980091e-10       4.023101175921e-12      -1.759637219000e-11       1.078880500345e-14       1.894320197887e-14       5.861101951859e-15      -5.481428773247e-16 
  727       2.840355752643e-10       3.989318665984e-12      -1.762909420027e-11       1.080376771349e-14       1.884718372486e-14       5.859425014211e-15      -5.438281481450e-16 
  728       2.851390129514e-10       3.955221836600e-12      -1.765703255137e-11       1.081884147333e-14       1.875177787146e-14       5.857383634765e-15      -5.394740349632e-16 
  729       2.862426814323e-10       3.920827806268e-12      -1.768015539105e-11       1.083402417357e-14       1.865697839198e-14       5.854980745062e-15      -5.350819085971e-16 
  730       2.873459442541e-10       3.886153892536e-12      -1.769843084262e-11       1.084931367323e-14       1.856277912002e-14       5.852219330608e-15      -5.306531562708e-16 
  731       2.884481581258e-10       3.851217612691e-12      -1.771182700520e-11       1.086470779963e-14       1.846917374894e-14       5.849102431082e-15      -5.261891816719e-16 
  732       2.895486728954e-10       3.816036684443e-12      -1.772031195407e-11       1.088020434826e-14       1.837615583123e-14       5.845633140537e-15      -5.216914050081e-16 
  733       2.906468315261e-10       3.780629026620e-12      -1.772385374088e-11       1.089580108269e-14       1.828371877796e-14       5.841814607614e-15      -5.171612630644e-16 
  734       2.917419700739e-10       3.745012759847e-12      -1.772242039400e-11       1.091149573441e-14       1.819185585817e-14       5.837650035745e-15      -5.126002092598e-16 
  735       2.928334176638e-10       3.709206207243e-12      -1.771597991876e-11       1.092728600274e-14       1.810056019830e-14       5.833142683363e-15      -5.080097137042e-16 
  736       2.939204964671e-10       3.673227895102e-12      -1.770450029775e-11       1.094316955470e-14       1.800982478161e-14       5.828295864107e-15      -5.033912632557e-16 
  737       2.950025216776e-10       3.637096553587e-12      -1.768794949111e-11       1.095914402488e-14       1.791964244760e-14       5.823112947028e-15      -4.987463615770e-16 
  738       2.960788014890e-10       3.600831117413e-12      -1.766629543683e-11       1.097520701536e-14       1.783000589140e-14       5.817597356800e-15      -4.940765291925e-16 
  739       2.971486901627e-10       3.564449890741e-12      -1.763951728935e-11       1.099135596001e-14       1.774090863244e-14       5.811752227384e-15      -4.893830942562e-16 
  740       2.982117484274e-10       3.527968022384e-12      -1.760763937833e-11       1.100758771496e-14       1.765234794248e-14       5.805579355107e-15      -4.846665602099e-16 
  741       2.992675861991e-10       3.491399982129e-12      -1.757069792071e-11       1.102389895982e-14       1.756432197418e-14       5.799080225330e-15      -4.799272257567e-16 
  742       3.003158097658e-10       3.454760392525e-12      -1.752872984582e-11       1.104028633237e-14       1.747682879679e-14       5.792256357248e-15      -4.751653930312e-16 
  743       3.013560217756e-10       3.418064029390e-12      -1.748177279811e-11       1.105674642835e-14       1.738986639574e-14       5.785109304024e-15      -4.703813676100e-16 
  744       3.023878212249e-10       3.381325822314e-12      -1.742986513996e-11       1.107327580135e-14       1.730343267229e-14       5.777640652914e-15      -4.655754585230e-16 
  745       3.034108034474e-10       3.344560855163e-12      -1.737304595435e-11       1.108987096265e-14       1.721752544316e-14       5.769852025404e-15      -4.607479782644e-16 
  746       3.044245601023e-10       3.307784366583e-12      -1.731135504768e-11       1.110652838105e-14       1.713214244014e-14       5.761745077338e-15      -4.558992428033e-16 
  747       3.054286791627e-10       3.271011750509e-12      -1.724483295246e-11       1.112324448278e-14       1.704728130975e-14       5.753321499049e-15      -4.510295715953e-16 
  748       3.064227449044e-10       3.234258556664e-12      -1.717352093014e-11       1.114001565128e-14       1.696293961284e-14       5.744583015494e-15      -4.461392875931e-16 
  749       3.074063378937e-10       3.197540491068e-12      -1.709746097377e-11       1.115683822707e-14       1.687911482423e-14       5.735531386378e-15      -4.412287172572e-16 
  750       3.083790349766e-10       3.160873416539e-12      -1.701669581082e-11       1.117370850765e-14       1.679580433235e-14       5.726168406293e-15      -4.362981905677e-16 
  751       3.093404092669e-10       3.124273353202e-12      -1.693126890591e-11       1.119062274727e-14       1.671300543885e-14       5.716495904843e-15      -4.313480410347e-16 
  752       3.102900301347e-10       3.087756478991e-12      -1.684122446355e-11       1.120757715684e-14       1.663071535826e-14       5.706515746778e-15      -4.263786057093e-16 
  753       3.112274631948e-10       3.051339130153e-12      -1.674660743090e-11       1.122456790378e-14       1.654893121756e-14       5.696229832126e-15      -4.213902251947e-16 
  754       3.121522702955e-10       3.015037801754e-12      -1.664746350053e-11       1.124159111181e-14       1.646765005590e-14       5.685640096319e-15      -4.163832436575e-16 
  755       3.130640095064e-10       2.978869148183e-12      -1.654383911315e-11       1.125864286088e-14       1.638686882412e-14       5.674748510333e-15      -4.113580088381e-16 
  756       3.139622351076e-10       2.942849983659e-12      -1.643578146038e-11       1.127571918697e-14       1.630658438449e-14       5.663557080809e-15      -4.063148720620e-16 
  757       3.148464975779e-10       2.906997282733e-12      -1.632333848750e-11       1.129281608195e-14       1.622679351025e-14       5.652067850193e-15      -4.012541882510e-16 
  758       3.157163435829e-10       2.871328180791e-12      -1.620655889619e-11       1.130992949344e-14       1.614749288529e-14       5.640282896859e-15      -3.961763159337e-16 
  759       3.165713159640e-10       2.835859974564e-12      -1.608549214729e-11       1.132705532464e-14       1.606867910377e-14       5.628204335249e-15      -3.910816172569e-16 
  760       3.174109537266e-10       2.800610122630e-12      -1.596018846354e-11       1.134418943422e-14       1.599034866971e-14       5.615834315994e-15      -3.859704579965e-16 
  761       3.182347920286e-10       2.765596245916e-12      -1.583069883237e-11       1.136132763612e-14       1.591249799671e-14       5.603175026056e-15      -3.808432075682e-16 
  762       3.190423621689e-10       2.730836128208e-12      -1.569707500857e-11       1.137846569943e-14       1.583512340747e-14       5.590228688850e-15      -3.757002390390e-16 
  763       3.198331915757e-10       2.696347716650e-12      -1.555936951715e-11       1.139559934827e-14       1.575822113350e-14       5.576997564379e-15      -3.705419291378e-16 
  764       3.206068037954e-10       2.662149122253e-12      -1.541763565599e-11       1.141272426155e-14       1.568178731471e-14       5.563483949365e-15      -3.653686582664e-16 
  765       3.213627184804e-10       2.628258620400e-12      -1.527192749865e-11       1.142983607291e-14       1.560581799906e-14       5.549690177382e-15      -3.601808105107e-16 
  766       3.221004513782e-10       2.594694651345e-12      -1.512229989711e-11       1.144693037054e-14       1.553030914217e-14       5.535618618982e-15      -3.549787736517e-16 
  767       3.228195143195e-10       2.561475820725e-12      -1.496880848452e-11       1.146400269702e-14       1.545525660697e-14       5.521271681830e-15      -3.497629391761e-16 
  768       3.235194152069e-10       2.528620900059e-12      -1.481150967793e-11       1.148104854917e-14       1.538065616330e-14       5.506651810835e-15      -3.445337022879e-16 
  769       3.241996580030e-10       2.496148827256e-12      -1.465046068108e-11       1.149806337791e-14       1.530650348758e-14       5.491761488280e-15      -3.392914619186e-16 
  770       3.248597427192e-10       2.464078707119e-12      -1.448571948713e-11       1.151504258813e-14       1.523279416240e-14       5.476603233954e-15      -3.340366207392e-16 
  771       3.254991654042e-10       2.432429811848e-12      -1.431734488139e-11       1.153198153848e-14       1.515952367617e-14       5.461179605282e-15      -3.287695851701e-16 
  772       3.261174181321e-10       2.401221581547e-12      -1.414539644412e-11       1.154887554130e-14       1.508668742276e-14       5.445493197455e-15      -3.234907653930e-16 
  773       3.267139889913e-10       2.370473624727e-12      -1.396993455325e-11       1.156571986241e-14       1.501428070108e-14       5.429546643567e-15      -3.182005753614e-16 
  774       3.272883620726e-10       2.340205718812e-12      -1.379102038712e-11       1.158250972097e-14       1.494229871479e-14       5.413342614737e-15      -3.128994328117e-16 
  775       3.278400174579e-10       2.310437810642e-12      -1.360871592725e-11       1.159924028936e-14       1.487073657184e-14       5.396883820248e-15      -3.075877592741e-16 
  776       3.283684312087e-10       2.281190016980e-12      -1.342308396112e-11       1.161590669301e-14       1.479958928417e-14       5.380173007675e-15      -3.022659800838e-16 
  777       3.288730753541e-10       2.252482625013e-12      -1.323418808485e-11       1.163250401023e-14       1.472885176731e-14       5.363212963016e-15      -2.969345243919e-16 
  778       3.293534925474e-10       2.224333856298e-12      -1.304209476917e-11       1.164902760475e-14       1.465851949722e-14       5.346006377821e-15      -2.915939130065e-16 
  779       3.298095215911e-10       2.196753111564e-12      -1.284687959412e-11       1.166547413035e-14       1.458859049510e-14       5.328555447584e-15      -2.862450237013e-16 
  780       3.302410761180e-10       2.169747600229e-12      -1.264862113669e-11       1.168184054477e-14       1.451906337905e-14       5.310862266082e-15      -2.808888309040e-16 
  781       3.306480703100e-10       2.143324565547e-12      -1.244739892141e-11       1.169812377864e-14       1.444993671005e-14       5.292928957796e-15      -2.755263183454e-16 
  782       3.310304189017e-10       2.117491284671e-12      -1.224329342355e-11       1.171432073546e-14       1.438120899164e-14       5.274757678016e-15      -2.701584790877e-16 
  783       3.313880371832e-10       2.092255068713e-12      -1.203638607220e-11       1.173042829145e-14       1.431287866975e-14       5.256350612947e-15      -2.647863155529e-16 
  784       3.317208410037e-10       2.067623262807e-12      -1.182675925352e-11       1.174644329550e-14       1.424494413240e-14       5.237709979816e-15      -2.594108395512e-16 
  785       3.320287467748e-10       2.043603246171e-12      -1.161449631384e-11       1.176236256912e-14       1.417740370951e-14       5.218838026969e-15      -2.540330723091e-16 
  786       3.323116714733e-10       2.020202432170e-12      -1.139968156282e-11       1.177818290627e-14       1.411025567263e-14       5.199737033986e-15      -2.486540444984e-16 
  787       3.325695326448e-10       1.997428268374e-12      -1.118240027664e-11       1.179390107336e-14       1.404349823469e-14       5.180409311778e-15      -2.432747962639e-16 
  788       3.328022484071e-10       1.975288236625e-12      -1.096273870116e-11       1.180951380911e-14       1.397712954980e-14       5.160857202696e-15      -2.378963772521e-16 
  789       3.330097374531e-10       1.953789853094e-12      -1.074078405503e-11       1.182501782452e-14       1.391114771297e-14       5.141083080632e-15      -2.325198466398e-16 
  790       3.331919190540e-10       1.932940668347e-12      -1.051662453292e-11       1.184040980272e-14       1.384555075989e-14       5.121089351128e-15      -2.271462731619e-16 
  791       3.333487130630e-10       1.912748267403e-12      -1.029034930863e-11       1.185568639894e-14       1.378033666668e-14       5.100878451478e-15      -2.217767351405e-16 
  792       3.334800399182e-10       1.893220269799e-12      -1.006204853825e-11       1.187084424041e-14       1.371550334966e-14       5.080452850834e-15      -2.164123205124e-16 
  793       3.335858206460e-10       1.874364329650e-12      -9.831813363354e-12       1.188587992626e-14       1.365104866509e-14       5.059815050311e-15      -2.110541268586e-16 
  794       3.336659768641e-10       1.856188135712e-12      -9.599735914137e-12       1.190079002745e-14       1.358697040895e-14       5.038967583089e-15      -2.057032614315e-16 
  795       3.337204307851e-10       1.838699411442e-12      -9.365909312572e-12       1.191557108671e-14       1.352326631669e-14       5.017913014523e-15      -2.003608411841e-16 
  796       3.337491052195e-10       1.821905915062e-12      -9.130427675576e-12       1.193021961841e-14       1.345993406301e-14       4.996653942242e-15      -1.950279927982e-16 
  797       3.337519235791e-10       1.805815439620e-12      -8.893386118170e-12       1.194473210849e-14       1.339697126156e-14       4.975192996258e-15      -1.897058527125e-16 
  798       3.337288098802e-10       1.790435813051e-12      -8.654880756640e-12       1.195910501442e-14       1.333437546478e-14       4.953532839069e-15      -1.843955671514e-16 
  799       3.336796887467e-10       1.775774898241e-12      -8.415008711691e-12       1.197333476505e-14       1.327214416359e-14       4.931676165762e-15      -1.790982921530e-16 
  800       3.336044854136e-10       1.761840593085e-12      -8.173868111613e-12       1.198741776057e-14       1.321027478719e-14       4.909625704125e-15      -1.738151935977e-16 
  801       3.335031257301e-10       1.748640830554e-12      -7.931558095435e-12       1.200135037242e-14       1.314876470282e-14       4.887384214740e-15      -1.685474472364e-16 
  802       3.333755361629e-10       1.736183578752e-12      -7.688178816090e-12       1.201512894317e-14       1.308761121549e-14       4.864954491099e-15      -1.632962387192e-16 
  803       3.332216437994e-10       1.724476840982e-12      -7.443831443573e-12       1.202874978651e-14       1.302681156777e-14       4.842339359704e-15      -1.580627636236e-16 
  804       3.330413763510e-10       1.713528655803e-12      -7.198618168098e-12       1.204220918708e-14       1.296636293952e-14       4.819541680168e-15      -1.528482274826e-16 
  805       3.328346621563e-10       1.703347097098e-12      -6.952642203261e-12       1.205550340047e-14       1.290626244767e-14       4.796564345329e-15      -1.476538458137e-16 
  806       3.326014301844e-10       1.693940274130e-12      -6.706007789198e-12       1.206862865306e-14       1.284650714600e-14       4.773410281346e-15      -1.424808441465e-16 
  807       3.323416100383e-10       1.685316331606e-12      -6.458820195748e-12       1.208158114198e-14       1.278709402484e-14       4.750082447807e-15      -1.373304580519e-16 
  808       3.320551319576e-10       1.677483449742e-12      -6.211185725607e-12       1.209435703504e-14       1.272802001089e-14       4.726583837837e-15      -1.322039331699e-16 
  809       3.317419268224e-10       1.670449844318e-12      -5.963211717492e-12       1.210695247060e-14       1.266928196693e-14       4.702917478196e-15      -1.271025252382e-16 
  810       3.314019261563e-10       1.664223766748e-12      -5.715006549300e-12       1.211936355751e-14       1.261087669163e-14       4.679086429392e-15      -1.220275001205e-16 
  811       3.310350621295e-10       1.658813504135e-12      -5.466679641267e-12       1.213158637503e-14       1.255280091927e-14       4.655093785777e-15      -1.169801338351e-16 
  812       3.306412675623e-10       1.654227379335e-12      -5.218341459128e-12       1.214361697276e-14       1.249505131950e-14       4.630942675658e-15      -1.119617125828e-16 
  813       3.302204759282e-10       1.650473751022e-12      -4.970103517277e-12       1.215545137051e-14       1.243762449712e-14       4.606636261401e-15      -1.069735327759e-16 
  814       3.297726213570e-10       1.647561013746e-12      -4.722078381927e-12       1.216708555826e-14       1.238051699185e-14       4.582177739534e-15      -1.020169010660e-16 
  815       3.292976386384e-10       1.645497597994e-12      -4.474379674268e-12       1.217851549606e-14       1.232372527803e-14       4.557570340851e-15      -9.709313437289e-17 
  816       3.287954632252e-10       1.644291970256e-12      -4.227122073630e-12       1.218973711396e-14       1.226724576447e-14       4.532817330520e-15      -9.220355991254e-17 
  817       3.282660821900e-10       1.643950422509e-12      -3.980413509381e-12       1.220074688437e-14       1.221107524663e-14       4.507922256989e-15      -8.734922822224e-17 
  818       3.277096880880e-10       1.644470397257e-12      -3.734331577336e-12       1.221154355068e-14       1.215521227288e-14       4.482889703381e-15      -8.253004655795e-17 
  819       3.271265278495e-10       1.645847043385e-12      -3.488946708358e-12       1.222212642936e-14       1.209965580223e-14       4.457724549728e-15      -7.774563007372e-17 
  820       3.265168520868e-10       1.648075415594e-12      -3.244329943201e-12       1.223249484033e-14       1.204440475383e-14       4.432431725534e-15      -7.299558739944e-17 
  821       3.258809151074e-10       1.651150474069e-12      -3.000552934265e-12       1.224264810695e-14       1.198945800682e-14       4.407016209924e-15      -6.827952061763e-17 
  822       3.252189749256e-10       1.655067084144e-12      -2.757687947356e-12       1.225258555604e-14       1.193481440019e-14       4.381483031793e-15      -6.359702524035e-17 
  823       3.245312932756e-10       1.659820015962e-12      -2.515807863438e-12       1.226230651792e-14       1.188047273262e-14       4.355837269956e-15      -5.894769018598e-17 
  824       3.238181356236e-10       1.665403944147e-12      -2.274986180398e-12       1.227181032642e-14       1.182643176230e-14       4.330084053299e-15      -5.433109775610e-17 
  825       3.230797711798e-10       1.671813447462e-12      -2.035297014795e-12       1.228109631888e-14       1.177269020677e-14       4.304228560925e-15      -4.974682361234e-17 
  826       3.223164729118e-10       1.679043008481e-12      -1.796815103624e-12       1.229016383620e-14       1.171924674278e-14       4.278276022305e-15      -4.519443675323e-17 
  827       3.215285175558e-10       1.687087013248e-12      -1.559615806068e-12       1.229901222284e-14       1.166610000613e-14       4.252231717429e-15      -4.067349949101e-17 
  828       3.207161856300e-10       1.695939750943e-12      -1.323775105258e-12       1.230764082683e-14       1.161324859150e-14       4.226100976953e-15      -3.618356742854e-17 
  829       3.198797614465e-10       1.705595413550e-12      -1.089369610030e-12       1.231604899982e-14       1.156069105229e-14       4.199889182351e-15      -3.172418943607e-17 
  830       3.190195331236e-10       1.716048095520e-12      -8.564765566802e-13       1.232423609708e-14       1.150842590046e-14       4.173601766063e-15      -2.729490762814e-17 
  831       3.181357925986e-10       1.727291793434e-12      -6.251738107252e-13       1.233220147750e-14       1.145645160638e-14       4.147244211642e-15      -2.289525734044e-17 
  832       3.172288356399e-10       1.739320405671e-12      -3.955398686566e-13       1.233994450365e-14       1.140476659867e-14       4.120822053909e-15      -1.852476710658e-17 
  833       3.162989618595e-10       1.752127732072e-12      -1.676538596992e-13       1.234746454178e-14       1.135336926402e-14       4.094340879098e-15      -1.418295863502e-17 
  834       3.153464747254e-10       1.765707473605e-12       5.840445243179e-14       1.235476096183e-14       1.130225794708e-14       4.067806325006e-15      -9.869346785863e-18 
  835       3.143716815740e-10       1.780053232026e-12       2.825546677739e-13       1.236183313744e-14       1.125143095022e-14       4.041224081146e-15      -5.583439547736e-18 
  836       3.133748936223e-10       1.795158509552e-12       5.047157483601e-13       1.236868044602e-14       1.120088653347e-14       4.014599888891e-15      -1.324738014607e-18 
  837       3.123564259808e-10       1.811016708518e-12       7.248060164614e-13       1.237530226870e-14       1.115062291426e-14       3.987939541628e-15       2.907263637349e-18 
  838       3.113165976653e-10       1.827621131048e-12       9.427431528301e-13       1.238169799040e-14       1.110063826736e-14       3.961248884905e-15       7.113078172913e-18 
  839       3.102557316098e-10       1.844964978714e-12       1.158444194943e-12       1.238786699984e-14       1.105093072462e-14       3.934533816581e-15       1.129322532097e-17 
  840       3.091741546784e-10       1.863041352206e-12       1.371825535242e-12       1.239380868955e-14       1.100149837490e-14       3.907800286976e-15       1.544823179767e-17 
  841       3.080721976783e-10       1.881843250995e-12       1.582802919380e-12       1.239952245587e-14       1.095233926386e-14       3.881054299020e-15       1.957863132956e-17 
  842       3.069501953716e-10       1.901363572997e-12       1.791291444462e-12       1.240500769900e-14       1.090345139379e-14       3.854301908401e-15       2.368496467678e-17 
  843       3.058084864881e-10       1.921595114239e-12       1.997205557290e-12       1.241026382303e-14       1.085483272352e-14       3.827549223718e-15       2.776777965618e-17 
  844       3.046474137376e-10       1.942530568525e-12       2.200459052600e-12       1.241529023591e-14       1.080648116816e-14       3.800802406629e-15       3.182763116446e-17 
  845       3.034673238223e-10       1.964162527097e-12       2.400965071313e-12       1.242008634951e-14       1.075839459904e-14       3.774067671996e-15       3.586508120139e-17 
  846       3.022685674490e-10       1.986483478306e-12       2.598636098772e-12       1.242465157962e-14       1.071057084348e-14       3.747351288043e-15       3.988069889290e-17 
  847       3.010514993417e-10       2.009485807269e-12       2.793383962987e-12       1.242898534598e-14       1.066300768466e-14       3.720659576496e-15       4.387506051424e-17 
  848       2.998164782543e-10       2.033161795542e-12       2.985119832877e-12       1.243308707230e-14       1.061570286147e-14       3.693998912742e-15       4.784874951317e-17 
  849       2.985638669821e-10       2.057503620781e-12       3.173754216515e-12       1.243695618625e-14       1.056865406831e-14       3.667375725971e-15       5.180235653309e-17 
  850       2.972940323753e-10       2.082503356404e-12       3.359196959367e-12       1.244059211953e-14       1.052185895499e-14       3.640796499327e-15       5.573647943618e-17 
  851       2.960073453506e-10       2.108152971263e-12       3.541357242537e-12       1.244399430785e-14       1.047531512652e-14       3.614267770061e-15       5.965172332660e-17 
  852       2.947041809039e-10       2.134444329303e-12       3.720143581013e-12       1.244716219095e-14       1.042902014296e-14       3.587796129677e-15       6.354870057357e-17 
