# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# All scalar field variables are dimensionless. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_scf            15:(.)p_scf              16:Omega_phi_scf         17:theta_phi_scf         18:y_phi_scf             19:gr.fac. D             20:gr.fac. f          
       9.197003533823e+13       8.935999162357e-26       5.040419637226e-09       1.824957520492e+22       1.389080462503e+04       1.510361997138e-10       1.277537792241e+18       2.909597843442e-09       1.968631751041e+44       1.907003882029e+33       1.041962269965e+34       1.361838200436e+44       3.330469951600e+44       4.895586111158e-08      -4.895586111158e-08      -1.193492042508e+02       9.162389270585e-28       4.581194635287e-27       6.349319707931e-18       2.000000000003e+00 
       9.133072029615e+13       9.061541014589e-26       5.074980435893e-09       1.799673901845e+22       1.389080462503e+04       1.520934531118e-10       1.268657191897e+18       2.929965028346e-09       1.914461350357e+44       1.867510986638e+33       1.020383862434e+34       1.324364802505e+44       3.238826152983e+44       4.895586111158e-08      -4.895586111158e-08      -1.193213017959e+02       9.291111677447e-28       4.645555838717e-27       6.438521300508e-18       2.000000000002e+00 
       9.069584935070e+13       9.188846604302e-26       5.109541234560e-09       1.774740571556e+22       1.389080462503e+04       1.531581072836e-10       1.259838323632e+18       2.950474783544e-09       1.861781544502e+44       1.828835965191e+33       9.992523306542e+33       1.287922551705e+44       3.149704096326e+44       4.895586111158e-08      -4.895586111158e-08      -1.192933993409e+02       9.421642505403e-28       4.710821252695e-27       6.528976086259e-18       2.000000000001e+00 
       9.006539160943e+13       9.317940710246e-26       5.145921022631e-09       1.750152676602e+22       1.389080462503e+04       1.542302140346e-10       1.251080758324e+18       2.971128107029e-09       1.810551317112e+44       1.790961880015e+33       9.785584200989e+33       1.252483074190e+44       3.063034391418e+44       4.895586111158e-08      -4.895586111158e-08      -1.192654968860e+02       9.554007160961e-28       4.777003580473e-27       6.620701671294e-18       2.000000000000e+00 
       8.943931639467e+13       9.448848459284e-26       5.182300810702e-09       1.725905431200e+22       1.389080462503e+04       1.553098255328e-10       1.242384069835e+18       2.991926003778e-09       1.760730780460e+44       1.753872144203e+33       9.582930678975e+33       1.218018776871e+44       2.978749557444e+44       4.895586111158e-08      -4.895586111158e-08      -1.192375944310e+02       9.688231407564e-28       4.844115703775e-27       6.713715909074e-18       1.999999999999e+00 
       8.881759324197e+13       9.581595331288e-26       5.218680598773e-09       1.701994115866e+22       1.389080462503e+04       1.563969943116e-10       1.233747834990e+18       3.012869485804e-09       1.712281144399e+44       1.717550514356e+33       9.384473988662e+33       1.184502825932e+44       2.896783970443e+44       4.895586111158e-08      -4.895586111158e-08      -1.192096919761e+02       9.824341370609e-28       4.912170685296e-27       6.808036903881e-18       1.999999999999e+00 
       8.820019189868e+13       9.716207164097e-26       5.255060386844e-09       1.678414076505e+22       1.389080462503e+04       1.574917732717e-10       1.225171633555e+18       3.033959572205e-09       1.665164686165e+44       1.681981083465e+33       9.190127216208e+33       1.151909125938e+44       2.817073812212e+44       4.895586111158e-08      -4.895586111158e-08      -1.191817895211e+02       9.962363542524e-28       4.981181771253e-27       6.903683014344e-18       1.999999999998e+00 
       8.758708232243e+13       9.852710158545e-26       5.291440174915e-09       1.655160723501e+22       1.389080462503e+04       1.585942156846e-10       1.216655048217e+18       3.055197289210e-09       1.619344721000e+44       1.647148273944e+33       8.999805247701e+33       1.120212299515e+44       2.739557020621e+44       4.895586111158e-08      -4.895586111158e-08      -1.191538870662e+02       1.010232478793e-27       5.051162393957e-27       7.000672857012e-18       1.999999999997e+00 
       8.697823467967e+13       9.991130883562e-26       5.329638952389e-09       1.632229530823e+22       1.389080462503e+04       1.597043751944e-10       1.208197664565e+18       3.076583670235e-09       1.574785573594e+44       1.613036830811e+33       8.813424731891e+33       1.089387667592e+44       2.664173241290e+44       4.895586111158e-08      -4.895586111158e-08      -1.191259846113e+02       1.024425234888e-27       5.122126174429e-27       7.099025309980e-18       1.999999999996e+00 
       8.637361934426e+13       1.013149628135e-25       5.366018740460e-09       1.609616035145e+22       1.389080462503e+04       1.608223058208e-10       1.199799071068e+18       3.098119755926e-09       1.531452550306e+44       1.579631815005e+33       8.630904043679e+33       1.059411230189e+44       2.590863780597e+44       4.895586111158e-08      -4.895586111158e-08      -1.190980821563e+02       1.038817385013e-27       5.194086925053e-27       7.198759516560e-18       1.999999999995e+00 
       8.577320689599e+13       1.027383367260e-25       5.404217517935e-09       1.587315834980e+22       1.389080462503e+04       1.619480619615e-10       1.191458859055e+18       3.119806594217e-09       1.489311912151e+44       1.546918596845e+33       8.452163248374e+33       1.030259647727e+44       2.519571559978e+44       4.895586111158e-08      -4.895586111158e-08      -1.190701797014e+02       1.053411730455e-27       5.267058652262e-27       7.299894889007e-18       1.999999999994e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589818e+22       1.389080462503e+04       1.630816983953e-10       1.183176622696e+18       3.141645240377e-09       1.448330848536e+44       1.514882849619e+33       8.277124066682e+33       1.001910222855e+44       2.450241071488e+44       4.895586111158e-08      -4.895586111158e-08      -1.190422772464e+02       1.068211111856e-27       5.341055559267e-27       7.402451112303e-18       1.999999999994e+00 
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.389080462503e+04       1.642232702840e-10       1.174951958983e+18       3.163636757059e-09       1.408477451704e+44       1.483510543315e+33       8.105709840428e+33       9.743408827823e+43       2.382818334582e+44       4.895586111158e-08      -4.895586111158e-08      -1.190143747915e+02       1.083218409766e-27       5.416092048819e-27       7.506448147979e-18       1.999999999993e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.389080462503e+04       1.653728331760e-10       1.166784467709e+18       3.185782214359e-09       1.369720691902e+44       1.452787938474e+33       7.937845498980e+33       9.475301620897e+43       2.317250854086e+44       4.895586111158e-08      -4.895586111158e-08      -1.189864723365e+02       1.098436545205e-27       5.492182726012e-27       7.611906238010e-18       1.999999999992e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.389080462503e+04       1.665304430082e-10       1.158673751449e+18       3.208082689859e-09       1.332030393213e+44       1.422701580172e+33       7.773457526374e+33       9.214571860169e+43       2.253487579321e+44       4.895586111158e-08      -4.895586111158e-08      -1.189585698816e+02       1.113868480228e-27       5.569342401129e-27       7.718845908747e-18       1.999999999991e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.389080462503e+04       1.676961561093e-10       1.150619415540e+18       3.230539268688e-09       1.295377210063e+44       1.393238292127e+33       7.612473929117e+33       8.961016542097e+43       2.191478864363e+44       4.895586111158e-08      -4.895586111158e-08      -1.189306674266e+02       1.129517218507e-27       5.647586092521e-27       7.827287974919e-18       1.999999999990e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.389080462503e+04       1.688700292021e-10       1.142621068063e+18       3.253153043568e-09       1.259732604377e+44       1.364385170934e+33       7.454824204656e+33       8.714438249143e+43       2.131176429380e+44       4.895586111158e-08      -4.895586111158e-08      -1.189027649717e+02       1.145385805910e-27       5.726929029534e-27       7.937253543678e-18       1.999999999990e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.389080462503e+04       1.700521194065e-10       1.134678319825e+18       3.275925114873e-09       1.225068823353e+44       1.336129580404e+33       7.300439310506e+33       8.474644996064e+43       2.072533323046e+44       4.895586111158e-08      -4.895586111158e-08      -1.188748625167e+02       1.161477331097e-27       5.807386655469e-27       8.048764018712e-18       1.999999999989e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.389080462503e+04       1.712424842423e-10       1.126790784334e+18       3.298856590677e-09       1.191358877859e+44       1.308459146041e+33       7.149251634008e+33       8.241450080431e+43       2.015503885986e+44       4.895586111158e-08      -4.895586111158e-08      -1.188469600618e+02       1.177794926121e-27       5.888974630591e-27       8.161841104411e-18       1.999999999988e+00 
