# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# All scalar field variables are dimensionless. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_scf            15:(.)p_scf              16:Omega_phi_scf         17:theta_phi_scf         18:y_phi_scf             19:gr.fac. D             20:gr.fac. f          
       8.637361934426e+13       1.013149628135e-25       5.366018740460e-09       1.609616035145e+22       1.415521488441e+04       1.638835444418e-10       1.222637142162e+18       3.098119755926e-09       1.531452550306e+44       1.579631815005e+33       8.630904043679e+33       1.059411230189e+44       2.590863780597e+44       3.562701144151e-08      -3.562701144151e-08      -1.194158971563e+02       1.719825654539e-27       8.599128272680e-27       7.198759516560e-18       1.999999999995e+00 
       8.577320689599e+13       1.027383367260e-25       5.404217517935e-09       1.587315834980e+22       1.415521488441e+04       1.650307292529e-10       1.214138174937e+18       3.119806594217e-09       1.489311912151e+44       1.546918596845e+33       8.452163248374e+33       1.030259647727e+44       2.519571559978e+44       3.562701144151e-08      -3.562701144151e-08      -1.193879947014e+02       1.743987485160e-27       8.719937425782e-27       7.299894889007e-18       1.999999999994e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589818e+22       1.415521488441e+04       1.661859443577e-10       1.205698286929e+18       3.141645240377e-09       1.448330848536e+44       1.514882849619e+33       8.277124066682e+33       1.001910222855e+44       2.450241071488e+44       3.562701144151e-08      -3.562701144151e-08      -1.193600922464e+02       1.768488765339e-27       8.842443826675e-27       7.402451112303e-18       1.999999999994e+00 
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.415521488441e+04       1.673492459682e-10       1.197317067457e+18       3.163636757059e-09       1.408477451704e+44       1.483510543315e+33       8.105709840428e+33       9.743408827823e+43       2.382818334582e+44       3.562701144151e-08      -3.562701144151e-08      -1.193321897915e+02       1.793334264003e-27       8.966671319995e-27       7.506448147979e-18       1.999999999993e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.415521488441e+04       1.685206906900e-10       1.188994108696e+18       3.185782214359e-09       1.369720691902e+44       1.452787938474e+33       7.937845498980e+33       9.475301620897e+43       2.317250854086e+44       3.562701144151e-08      -3.562701144151e-08      -1.193042873365e+02       1.818528817078e-27       9.092644085368e-27       7.611906238010e-18       1.999999999992e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.415521488441e+04       1.697003355248e-10       1.180729005656e+18       3.208082689859e-09       1.332030393213e+44       1.422701580172e+33       7.773457526374e+33       9.214571860169e+43       2.253487579321e+44       3.562701144151e-08      -3.562701144151e-08      -1.192763848816e+02       1.844077328429e-27       9.220386642122e-27       7.718845908747e-18       1.999999999991e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.415521488441e+04       1.708882378735e-10       1.172521356163e+18       3.230539268688e-09       1.295377210063e+44       1.393238292127e+33       7.612473929117e+33       8.961016542097e+43       2.191478864363e+44       3.562701144151e-08      -3.562701144151e-08      -1.192484824266e+02       1.869984770816e-27       9.349923854056e-27       7.827287974919e-18       1.999999999990e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.415521488441e+04       1.720844555386e-10       1.164370760837e+18       3.253153043568e-09       1.259732604377e+44       1.364385170934e+33       7.454824204656e+33       8.714438249143e+43       2.131176429380e+44       3.562701144151e-08      -3.562701144151e-08      -1.192205799717e+02       1.896256186861e-27       9.481280934281e-27       7.937253543678e-18       1.999999999990e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.415521488441e+04       1.732890467274e-10       1.156276823076e+18       3.275925114873e-09       1.225068823353e+44       1.336129580404e+33       7.300439310506e+33       8.474644996064e+43       2.072533323046e+44       3.562701144151e-08      -3.562701144151e-08      -1.191926775167e+02       1.922896690030e-27       9.614483450125e-27       8.048764018712e-18       1.999999999989e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.415521488441e+04       1.745020700545e-10       1.148239149032e+18       3.298856590677e-09       1.191358877859e+44       1.308459146041e+33       7.149251634008e+33       8.241450080431e+43       2.015503885986e+44       3.562701144151e-08      -3.562701144151e-08      -1.191647750618e+02       1.949911465628e-27       9.749557328114e-27       8.161841104411e-18       1.999999999988e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612492e+22       1.415521488441e+04       1.757235845448e-10       1.140257347599e+18       3.321948586812e-09       1.158576521413e+44       1.281361749615e+33       7.001194962722e+33       8.014671937265e+43       1.960043715222e+44       3.562701144151e-08      -3.562701144151e-08      -1.191368726069e+02       1.977305771808e-27       9.886528859015e-27       8.276506810086e-18       1.999999999988e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292058e+22       1.415521488441e+04       1.769536496366e-10       1.132331030387e+18       3.345202226919e-09       1.126696229756e+44       1.254825523857e+33       6.856204455425e+33       7.794133997669e+43       1.906109629604e+44       3.562701144151e-08      -3.562701144151e-08      -1.191089701519e+02       2.005084940596e-27       1.002542470295e-26       8.392783454260e-18       1.999999999987e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695232e+22       1.415521488441e+04       1.781923251841e-10       1.124459811705e+18       3.368618642508e-09       1.095693180972e+44       1.228838847262e+33       6.714216613718e+33       7.579664551354e+43       1.853659636186e+44       3.562701144151e-08      -3.562701144151e-08      -1.190810676970e+02       2.033254378926e-27       1.016627189460e-26       8.510693669008e-18       1.999999999986e+00 
       7.888564869297e+13       1.214618310179e-25       5.875335773453e-09       1.342629099020e+22       1.415521488441e+04       1.794396714604e-10       1.116643308545e+18       3.392198973005e-09       1.065543236164e+44       1.203390339001e+33       6.575169254216e+33       7.371096612945e+43       1.802652897536e+44       3.562701144151e-08      -3.562701144151e-08      -1.190531652420e+02       2.061819569696e-27       1.030909784845e-26       8.630260404363e-18       1.999999999986e+00 
       7.833728767921e+13       1.231682482819e-25       5.917172529735e-09       1.324027832009e+22       1.415521488441e+04       1.806957491606e-10       1.108881140561e+18       3.415944365816e-09       1.036222920661e+44       1.178468853932e+33       6.439001481313e+33       7.168267791965e+43       1.753049699934e+44       3.562701144151e-08      -3.562701144151e-08      -1.190252627871e+02       2.090786072830e-27       1.045393036412e-26       8.751506932783e-18       1.999999999985e+00 
       7.779273850965e+13       1.248986390020e-25       5.957190296613e-09       1.305684273648e+22       1.415521488441e+04       1.819606194047e-10       1.101172930050e+18       3.439855976376e-09       1.007709405738e+44       1.154063477724e+33       6.305653660515e+33       6.971020166400e+43       1.704811422453e+44       3.562701144151e-08      -3.562701144151e-08      -1.189973603321e+02       2.120159526367e-27       1.060079763181e-26       8.874456853681e-18       1.999999999984e+00 
       7.725197468684e+13       1.266533399813e-25       5.999027052894e-09       1.287594853551e+22       1.415521488441e+04       1.832343437406e-10       1.093518301937e+18       3.463934968211e-09       9.799804908440e+43       1.130163522077e+33       6.175067392322e+33       6.779200159740e+43       1.657900506891e+44       3.562701144151e-08      -3.562701144151e-08      -1.189694578772e+02       2.149945647553e-27       1.074972823773e-26       8.999134098017e-18       1.999999999984e+00 
       7.671496989756e+13       1.284326927547e-25       6.040863809176e-09       1.269756050794e+22       1.415521488441e+04       1.845169841468e-10       1.085916883751e+18       3.488182512988e-09       9.530145863146e+43       1.106758520036e+33       6.047185486651e+33       6.592658421409e+43       1.612280428527e+44       3.562701144151e-08      -3.562701144151e-08      -1.189415554222e+02       2.180150233955e-27       1.090075116974e-26       9.125562932959e-18       1.999999999983e+00 
       7.618169801148e+13       1.302370436552e-25       6.084519554861e-09       1.252164393233e+22       1.415521488441e+04       1.858086030358e-10       1.078368305611e+18       3.512599790579e-09       9.267906965640e+43       1.083838221411e+33       5.921951937793e+33       6.411249710473e+43       1.567915667681e+44       3.562701144151e-08      -3.562701144151e-08      -1.189136529673e+02       2.210779164592e-27       1.105389582293e-26       9.253767966603e-18       1.999999999982e+00 
       7.565213307992e+13       1.320667438815e-25       6.126356311142e-09       1.234816456831e+22       1.415521488441e+04       1.871092632570e-10       1.070872200210e+18       3.537187989113e-09       9.012884037369e+43       1.061392588289e+33       5.799311899882e+33       6.234832782562e+43       1.524771682062e+44       3.562701144151e-08      -3.562701144151e-08      -1.188857505123e+02       2.241838401075e-27       1.120919200534e-26       9.383774152765e-18       1.999999999982e+00 
       7.512624933457e+13       1.339221495663e-25       6.170012056828e-09       1.217708864987e+22       1.415521488441e+04       1.884190280998e-10       1.063428202790e+18       3.561948305036e-09       8.764878518120e+43       1.039411790634e+33       5.679211662878e+33       6.063270279898e+43       1.482814879869e+44       3.562701144151e-08      -3.562701144151e-08      -1.188578480574e+02       2.273333988771e-27       1.136666994382e-26       9.515606795836e-18       1.999999999981e+00 
       7.460402118627e+13       1.358036218455e-25       6.211848813109e-09       1.200838287881e+22       1.415521488441e+04       1.897379612965e-10       1.056035951132e+18       3.586881943171e-09       8.523697311413e+43       1.017886201986e+33       5.561598629041e+33       5.896428624344e+43       1.442012593641e+44       3.562701144151e-08      -3.562701144151e-08      -1.188299456025e+02       2.305272057979e-27       1.152636028986e-26       9.649291555709e-18       1.999999999981e+00 
       7.408542322370e+13       1.377115269288e-25       6.255504558794e-09       1.184201441825e+22       1.415521488441e+04       1.910661270256e-10       1.048695085534e+18       3.611990116773e-09       8.289152634162e+43       9.968063952409e+32       5.446421289901e+33       5.734177913402e+43       1.402333054821e+44       3.562701144151e-08      -3.562701144151e-08      -1.188020431475e+02       2.337658825122e-27       1.168829412557e-26       9.784854452774e-18       1.999999999980e+00 
       7.357043021222e+13       1.396462361706e-25       6.299160304479e-09       1.167795088625e+22       1.415521488441e+04       1.924035899148e-10       1.041405248792e+18       3.637274047590e-09       8.061061870468e+43       9.761631385265e+32       5.333629203695e+33       5.576391819075e+43       1.363745369017e+44       3.562701144151e-08      -3.562701144151e-08      -1.187741406926e+02       2.370500593955e-27       1.185250296974e-26       9.922321872980e-18       1.999999999980e+00 
       7.305901709257e+13       1.416081261426e-25       6.344635039568e-09       1.151616034950e+22       1.415521488441e+04       1.937504150442e-10       1.034166086189e+18       3.662734965923e-09       7.839247429430e+43       9.559473911558e+32       5.223172973281e+33       5.422947489502e+43       1.326219491955e+44       3.562701144151e-08      -3.562701144151e-08      -1.187462382376e+02       2.403803756800e-27       1.201901878396e-26       1.006172057297e-17       1.999999999979e+00 
       7.255115897971e+13       1.435975787067e-25       6.388290785253e-09       1.135661131711e+22       1.415521488441e+04       1.951066679495e-10       1.026977245471e+18       3.688374110685e-09       7.623536606878e+43       9.361502996691e+32       5.115004224499e+33       5.273725453312e+43       1.289726206080e+44       3.562701144151e-08      -3.562701144151e-08      -1.187183357827e+02       2.437574795779e-27       1.218787397885e-26       1.020307768530e-17       1.999999999978e+00 
       7.204683116158e+13       1.456149810900e-25       6.433765520342e-09       1.119927273447e+22       1.415521488441e+04       1.964724146251e-10       1.019838376833e+18       3.714192729459e-09       7.413761450905e+43       9.167631939567e+32       5.009075584990e+33       5.128609526601e+43       1.254237097810e+44       3.562701144151e-08      -3.562701144151e-08      -1.186904333277e+02       2.471820284084e-27       1.235910142038e-26       1.034642072370e-17       1.999999999978e+00 
       7.154600909790e+13       1.476607259593e-25       6.477421266027e-09       1.104411397720e+22       1.415521488441e+04       1.978477215275e-10       1.012749132902e+18       3.740192078565e-09       7.209758631098e+43       8.977775834615e+32       4.905340663449e+33       4.987486722469e+43       1.219724535415e+44       3.562701144151e-08      -3.562701144151e-08      -1.186625308728e+02       2.506546887255e-27       1.253273443623e-26       1.049177758844e-17       1.999999999977e+00 
       7.104866841896e+13       1.497352114983e-25       6.522896001115e-09       1.089110484523e+22       1.415521488441e+04       1.992326555782e-10       1.005709168721e+18       3.766373423115e-09       7.011369311369e+43       8.791851534608e+32       4.803754029303e+33       4.850247163053e+43       1.186161647499e+44       3.562701144151e-08      -3.562701144151e-08      -1.186346284178e+02       2.541761364474e-27       1.270880682232e-26       1.063917657178e-17       1.999999999977e+00 
       7.055478492449e+13       1.518388414846e-25       6.568370736204e-09       1.074021555688e+22       1.415521488441e+04       2.006272841673e-10       9.987181417292e+17       3.792738037076e-09       6.818439026289e+43       8.609777614246e+32       4.704271192824e+33       4.716783993974e+43       1.153522302082e+44       3.562701144151e-08      -3.562701144151e-08      -1.186067259629e+02       2.577470569883e-27       1.288735284937e-26       1.078864636344e-17       1.999999999976e+00 
       7.006433458242e+13       1.539720253686e-25       6.615664460696e-09       1.059141674306e+22       1.415521488441e+04       2.020316751564e-10       9.917757117470e+17       3.819287203336e-09       6.630817560821e+43       8.431474334498e+32       4.606848585634e+33       4.586993301144e+43       1.121781086251e+44       3.562701144151e-08      -3.562701144151e-08      -1.185788235079e+02       2.613681453919e-27       1.306840726955e-26       1.094021605620e-17       1.999999999976e+00 
       6.957729352772e+13       1.561351783530e-25       6.661139195785e-09       1.044467944158e+22       1.415521488441e+04       2.034458968825e-10       9.848815409603e+17       3.846022213759e-09       6.448358833359e+43       8.256863607683e+32       4.511443541634e+33       4.460774029851e+43       1.090913286374e+44       3.562701144151e-08      -3.562701144151e-08      -1.185509210530e+02       2.650401064665e-27       1.325200532328e-26       1.109391515157e-17       1.999999999975e+00 
       6.909363806129e+13       1.583287214737e-25       6.708432920277e-09       1.029997509152e+22       1.415521488441e+04       2.048700181607e-10       9.780352939029e+17       3.872944369255e-09       6.270920781994e+43       8.085868963263e+32       4.418014278312e+33       4.338027906086e+43       1.060894868860e+44       3.562701144151e-08      -3.562701144151e-08      -1.185230185981e+02       2.687636549222e-27       1.343818274606e-26       1.124977356553e-17       1.999999999975e+00 
       6.861334464875e+13       1.605530816817e-25       6.755726644769e-09       1.015727552764e+22       1.415521488441e+04       2.063041082878e-10       9.712366374409e+17       3.900054979839e-09       6.098365253901e+43       7.918415514365e+32       4.326519878446e+33       4.218659360024e+43       1.031702461444e+44       3.562701144151e-08      -3.562701144151e-08      -1.184951161431e+02       2.725395155102e-27       1.362697577546e-26       1.140782163435e-17       1.999999999974e+00 
       6.813638991932e+13       1.628086919262e-25       6.803020369262e-09       1.001655297490e+22       1.415521488441e+04       2.077482370458e-10       9.644852407556e+17       3.927355364698e-09       5.930557897776e+43       7.754429924972e+32       4.236920272186e+33       4.102575451612e+43       1.003313334989e+44       3.562701144151e-08      -3.562701144151e-08      -1.184672136882e+02       2.763684231635e-27       1.381842115812e-26       1.156809012049e-17       1.999999999974e+00 
       6.766275066466e+13       1.650959912391e-25       6.850314093754e-09       9.877780043072e+21       1.415521488441e+04       2.092024747052e-10       9.577807753283e+17       3.954846852251e-09       5.767368059232e+43       7.593840377815e+32       4.149176219505e+33       3.989685798209e+43       9.757053857932e+43       3.562701144151e-08      -3.562701144151e-08      -1.184393112332e+02       2.802511231405e-27       1.401255615697e-26       1.173061021859e-17       1.999999999973e+00 
       6.719240383780e+13       1.674154248200e-25       6.897607818246e-09       9.740929721418e+21       1.415521488441e+04       2.106668920281e-10       9.511229149238e+17       3.982530780216e-09       5.608668679066e+43       7.436576542916e+32       4.063249293011e+33       3.879902504213e+43       9.488571183760e+43       3.562701144151e-08      -3.562701144151e-08      -1.184114087783e+02       2.841883711695e-27       1.420941855842e-26       1.189541356155e-17       1.999999999973e+00 
       6.672532655193e+13       1.697674441233e-25       6.946720532142e-09       9.605975373399e+21       1.415521488441e+04       2.121415602723e-10       9.445113355748e+17       4.010408495677e-09       5.454336194339e+43       7.282569546789e+32       3.979101861122e+33       3.773140092625e+43       9.227476287435e+43       3.562701144151e-08      -3.562701144151e-08      -1.183835063233e+02       2.881809335960e-27       1.440904667974e-26       1.206253222667e-17       1.999999999972e+00 
       6.626149607938e+13       1.721525069457e-25       6.994014256634e-09       9.472890731514e+21       1.415521488441e+04       2.136265511942e-10       9.379457155658e+17       4.038481355147e-09       5.304250442161e+43       7.131751942274e+32       3.896697071582e+33       3.669315438497e+43       8.973565881119e+43       3.562701144151e-08      -3.562701144151e-08      -1.183556038684e+02       2.922295875320e-27       1.461147937654e-26       1.223199874192e-17       1.999999999972e+00 
       6.580088985043e+13       1.745710775158e-25       7.043126970530e-09       9.341649892180e+21       1.415521488441e+04       2.151219370525e-10       9.314257354179e+17       4.066750724632e-09       5.158294566141e+43       6.984057679005e+32       3.815998835324e+33       3.568347704214e+43       8.726642270807e+43       3.562701144151e-08      -3.562701144151e-08      -1.183277014134e+02       2.963351210072e-27       1.481675605030e-26       1.240384609225e-17       1.999999999971e+00 
       6.534348545226e+13       1.770236265838e-25       7.092239684425e-09       9.212227310694e+21       1.415521488441e+04       2.166277906119e-10       9.249510778728e+17       4.095217979704e-09       5.016354925399e+43       6.839422074474e+32       3.736971810663e+33       3.470158276548e+43       8.486513202389e+43       3.562701144151e-08      -3.562701144151e-08      -1.182997989585e+02       3.004983331222e-27       1.502491665605e-26       1.257810772599e-17       1.999999999971e+00 
       6.488926062786e+13       1.795106315137e-25       7.143171387725e-09       9.084597796256e+21       1.415521488441e+04       2.181441851462e-10       9.185214278776e+17       4.123884505562e-09       4.878321006084e+43       6.697781785712e+32       3.659581387818e+33       3.374670705457e+43       8.252991711974e+43       3.562701144151e-08      -3.562701144151e-08      -1.182718965035e+02       3.047200342042e-27       1.523600171015e-26       1.275481756143e-17       1.999999999971e+00 
       6.443819327494e+13       1.820325763758e-25       7.192284101620e-09       8.958736507070e+21       1.415521488441e+04       2.196711944422e-10       9.121364725696e+17       4.152751697101e-09       4.744085335330e+43       6.559074781544e+32       3.583793673758e+33       3.281810644556e+43       8.025895980310e+43       3.562701144151e-08      -3.562701144151e-08      -1.182439940486e+02       3.090010459647e-27       1.545005229817e-26       1.293400999335e-17       1.999999999970e+00 
       6.399026144483e+13       1.845899520413e-25       7.243215804920e-09       8.834618945506e+21       1.415521488440e+04       2.212088928033e-10       9.057959012608e+17       4.181820958980e-09       4.613543397580e+43       6.423240315423e+32       3.509575477354e+33       3.191505793234e+43       7.805049191229e+43       3.562701144151e-08      -3.562701144151e-08      -1.182160915937e+02       3.133422016594e-27       1.566711008291e-26       1.311571989975e-17       1.999999999970e+00 
