# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  600       2.932841639802e-10       2.641806065272e-12       3.844411496500e-12       1.027824353046e-14       4.035392642861e-14       2.528375879946e-15      -4.414456295082e-16 
  601       2.920941064094e-10       2.681251747237e-12       3.818924854312e-12       1.028893173972e-14       4.011052310249e-14       2.561350121353e-15      -4.482417921275e-16 
  602       2.909029908756e-10       2.720829167705e-12       3.789214741315e-12       1.029944029923e-14       3.986898628852e-14       2.594434702112e-15      -4.549399092652e-16 
  603       2.897114358999e-10       2.760522689439e-12       3.755285889097e-12       1.030977185634e-14       3.962930090970e-14       2.627623837437e-15      -4.615388624965e-16 
  604       2.885200675216e-10       2.800316469615e-12       3.717143496132e-12       1.031992910660e-14       3.939145135980e-14       2.660911667048e-15      -4.680375308674e-16 
  605       2.873295193280e-10       2.840194458983e-12       3.674793230255e-12       1.032991479398e-14       3.915542150059e-14       2.694292254862e-15      -4.744347909034e-16 
  606       2.861404324837e-10       2.880140401024e-12       3.628241231142e-12       1.033973171112e-14       3.892119465912e-14       2.727759588693e-15      -4.807295166171e-16 
  607       2.849534557600e-10       2.920137831114e-12       3.577494112790e-12       1.034938269948e-14       3.868875362489e-14       2.761307579947e-15      -4.869205795167e-16 
  608       2.837692455647e-10       2.960170075686e-12       3.522558965995e-12       1.035887064960e-14       3.845808064718e-14       2.794930063320e-15      -4.930068486137e-16 
  609       2.825884659716e-10       3.000220251386e-12       3.463443360826e-12       1.036819850128e-14       3.822915743219e-14       2.828620796494e-15      -4.989871904316e-16 
  610       2.814117887496e-10       3.040271264241e-12       3.400155349110e-12       1.037736924381e-14       3.800196514037e-14       2.862373459832e-15      -5.048604690137e-16 
  611       2.802398933926e-10       3.080305808814e-12       3.332703466906e-12       1.038638591618e-14       3.777648438360e-14       2.896181656079e-15      -5.106255459311e-16 
  612       2.790734671491e-10       3.120306367366e-12       3.261096736983e-12       1.039525160726e-14       3.755269522248e-14       2.930038910053e-15      -5.162812802911e-16 
  613       2.779132050513e-10       3.160255209020e-12       3.185344671304e-12       1.040396945605e-14       3.733057716353e-14       2.963938668348e-15      -5.218265287453e-16 
  614       2.767598099449e-10       3.200134388919e-12       3.105457273497e-12       1.041254265188e-14       3.711010915643e-14       2.997874299025e-15      -5.272601454976e-16 
  615       2.756139925185e-10       3.239925747388e-12       3.021445041336e-12       1.042097443460e-14       3.689126959130e-14       3.031839091311e-15      -5.325809823124e-16 
  616       2.744764713334e-10       3.279610909094e-12       2.933318969224e-12       1.042926809481e-14       3.667403629590e-14       3.065826255299e-15      -5.377878885227e-16 
  617       2.733479728524e-10       3.319171282210e-12       2.841090550665e-12       1.043742697407e-14       3.645838653289e-14       3.099828921636e-15      -5.428797110384e-16 
  618       2.722292314704e-10       3.358588057571e-12       2.744771780745e-12       1.044545446509e-14       3.624429699707e-14       3.133840141231e-15      -5.478552943542e-16 
  619       2.711209895427e-10       3.397842207839e-12       2.644375158610e-12       1.045335401199e-14       3.603174381263e-14       3.167852884942e-15      -5.527134805577e-16 
  620       2.700239974155e-10       3.436914486662e-12       2.539913689946e-12       1.046112911045e-14       3.582070253035e-14       3.201860043277e-15      -5.574531093379e-16 
  621       2.689390134549e-10       3.475785427837e-12       2.431400889455e-12       1.046878330794e-14       3.561114812488e-14       3.235854426092e-15      -5.620730179928e-16 
  622       2.678667253055e-10       3.514436839455e-12       2.318857562495e-12       1.047632013410e-14       3.540305862692e-14       3.269828728184e-15      -5.665724543896e-16 
  623       2.668075115801e-10       3.552856326491e-12       2.202332319423e-12       1.048374288944e-14       3.519642611871e-14       3.303775425816e-15      -5.709523264489e-16 
  624       2.657616746459e-10       3.591032872501e-12       2.081881546708e-12       1.049105485209e-14       3.499124599066e-14       3.337686877172e-15      -5.752139819460e-16 
  625       2.647295188954e-10       3.628955353849e-12       1.957562675837e-12       1.049825934741e-14       3.478751332807e-14       3.371555355920e-15      -5.793587983447e-16 
  626       2.637113507510e-10       3.666612539333e-12       1.829434187898e-12       1.050535974814e-14       3.458522290953e-14       3.405373050903e-15      -5.833881829333e-16 
  627       2.627074786706e-10       3.703993089804e-12       1.697555618152e-12       1.051235947464e-14       3.438436920524e-14       3.439132065821e-15      -5.873035729605e-16 
  628       2.617182131527e-10       3.741085557795e-12       1.561987560617e-12       1.051926199504e-14       3.418494637545e-14       3.472824418921e-15      -5.911064357717e-16 
  629       2.607438667412e-10       3.777878387143e-12       1.422791672639e-12       1.052607082543e-14       3.398694826873e-14       3.506442042681e-15      -5.947982689446e-16 
  630       2.597847540309e-10       3.814359912612e-12       1.280030679474e-12       1.053278953008e-14       3.379036842043e-14       3.539976783495e-15      -5.983806004257e-16 
  631       2.588411916723e-10       3.850518359518e-12       1.133768378865e-12       1.053942172161e-14       3.359520005097e-14       3.573420401361e-15      -6.018549886658e-16 
  632       2.579134983768e-10       3.886341843352e-12       9.840696456191e-13       1.054597106117e-14       3.340143606427e-14       3.606764569567e-15      -6.052230227564e-16 
  633       2.570019949221e-10       3.921818369404e-12       8.310004361844e-13       1.055244125864e-14       3.320906904606e-14       3.640000874377e-15      -6.084863225656e-16 
  634       2.561070041568e-10       3.956935832389e-12       6.746277932300e-13       1.055883607282e-14       3.301809126228e-14       3.673120814715e-15      -6.116465388739e-16 
  635       2.552288510061e-10       3.991682016068e-12       5.150198502220e-13       1.056515931161e-14       3.282849465744e-14       3.706115801855e-15      -6.147053535107e-16 
  636       2.543678624765e-10       4.026044592873e-12       3.522458360015e-13       1.057141483221e-14       3.264027085298e-14       3.738977159104e-15      -6.176644794896e-16 
  637       2.535243676610e-10       4.060011123531e-12       1.863760793628e-13       1.057760654130e-14       3.245341114566e-14       3.771696121490e-15      -6.205256611452e-16 
  638       2.526986977442e-10       4.093569056689e-12       1.748201363028e-14       1.058373839523e-14       3.226790650588e-14       3.804263835446e-15      -6.232906742685e-16 
  639       2.518911860078e-10       4.126705728536e-12      -1.543638187629e-13       1.058981440021e-14       3.208374757608e-14       3.836671358498e-15      -6.259613262432e-16 
  640       2.511021678350e-10       4.159408362427e-12      -3.290877616980e-13       1.059583861251e-14       3.190092466911e-14       3.868909658953e-15      -6.285394561817e-16 
  641       2.503319807163e-10       4.191664068508e-12      -5.066150407923e-13       1.060181513863e-14       3.171942776657e-14       3.900969615578e-15      -6.310269350609e-16 
  642       2.495809642544e-10       4.223459843340e-12      -6.868697588219e-13       1.060774813550e-14       3.153924651720e-14       3.932842017294e-15      -6.334256658587e-16 
  643       2.488494601689e-10       4.254782569521e-12      -8.697748911436e-13       1.061364181066e-14       3.136037023525e-14       3.964517562860e-15      -6.357375836893e-16 
  644       2.481378123021e-10       4.285619015314e-12      -1.055252281117e-12       1.061950042247e-14       3.118278789880e-14       3.995986860554e-15      -6.379646559399e-16 
  645       2.474463666238e-10       4.315955834265e-12      -1.243222635529e-12       1.062532828027e-14       3.100648814819e-14       4.027240427867e-15      -6.401088824062e-16 
  646       2.467754712361e-10       4.345779564832e-12      -1.433605520011e-12       1.063112974459e-14       3.083145928436e-14       4.058268691184e-15      -6.421722954287e-16 
  647       2.461254763793e-10       4.375076630006e-12      -1.626319354468e-12       1.063690922732e-14       3.065768926717e-14       4.089061985470e-15      -6.441569600288e-16 
  648       2.454967344361e-10       4.403833336936e-12      -1.821281408494e-12       1.064267119192e-14       3.048516571386e-14       4.119610553961e-15      -6.460649740442e-16 
  649       2.448895999375e-10       4.432035876552e-12      -2.018407796801e-12       1.064842015362e-14       3.031387589734e-14       4.149904547843e-15      -6.478984682659e-16 
  650       2.443044295675e-10       4.459670323192e-12      -2.217613474635e-12       1.065416067955e-14       3.014380674457e-14       4.179934025944e-15      -6.496596065732e-16 
  651       2.437415821683e-10       4.486722634220e-12      -2.418812233203e-12       1.065989738898e-14       2.997494483497e-14       4.209688954417e-15      -6.513505860705e-16 
  652       2.432014187453e-10       4.513178649657e-12      -2.621916695092e-12       1.066563495352e-14       2.980727639871e-14       4.239159206429e-15      -6.529736372229e-16 
  653       2.426843024727e-10       4.539024091799e-12      -2.826838309694e-12       1.067137809725e-14       2.964078731516e-14       4.268334561843e-15      -6.545310239921e-16 
  654       2.421905986978e-10       4.564244564842e-12      -3.033487348628e-12       1.067713159696e-14       2.947546311120e-14       4.297204706906e-15      -6.560250439729e-16 
  655       2.417206749470e-10       4.588825554511e-12      -3.241772901158e-12       1.068290028233e-14       2.931128895959e-14       4.325759233938e-15      -6.574580285287e-16 
  656       2.412749009302e-10       4.612752427677e-12      -3.451602869622e-12       1.068868903610e-14       2.914824967736e-14       4.353987641013e-15      -6.588323429280e-16 
  657       2.408536485465e-10       4.636010431984e-12      -3.662883964849e-12       1.069450279428e-14       2.898632972417e-14       4.381879331650e-15      -6.601503864799e-16 
  658       2.404572918889e-10       4.658584695474e-12      -3.875521701585e-12       1.070034654631e-14       2.882551320067e-14       4.409423614495e-15      -6.614145926704e-16 
  659       2.400862072495e-10       4.680460226209e-12      -4.089420393911e-12       1.070622533530e-14       2.866578384684e-14       4.436609703010e-15      -6.626274292984e-16 
  660       2.397407731248e-10       4.701621911894e-12      -4.304483150670e-12       1.071214425815e-14       2.850712504042e-14       4.463426715157e-15      -6.637913986117e-16 
  661       2.394212948625e-10       4.722056691534e-12      -4.520615481985e-12       1.071810799199e-14       2.834952213191e-14       4.489865690697e-15      -6.649083872397e-16 
  662       2.391277767686e-10       4.741760123709e-12      -4.737736215379e-12       1.072411936145e-14       2.819296950961e-14       4.515925692539e-15      -6.659776999812e-16 
  663       2.388601449849e-10       4.760729962398e-12      -4.955766811325e-12       1.073018074015e-14       2.803746368714e-14       4.541607839316e-15      -6.669979829270e-16 
  664       2.386183223767e-10       4.778963998279e-12      -5.174627770358e-12       1.073629452169e-14       2.788300097993e-14       4.566913300195e-15      -6.679678696950e-16 
  665       2.384022285175e-10       4.796460058949e-12      -5.394238629486e-12       1.074246311973e-14       2.772957750415e-14       4.591843295114e-15      -6.688859813886e-16 
  666       2.382117796731e-10       4.813216009146e-12      -5.614517958611e-12       1.074868896806e-14       2.757718917578e-14       4.616399095024e-15      -6.697509265536e-16 
  667       2.380468887861e-10       4.829229750969e-12      -5.835383356930e-12       1.075497452060e-14       2.742583170956e-14       4.640582022129e-15      -6.705613011364e-16 
  668       2.379074654605e-10       4.844499224092e-12      -6.056751449359e-12       1.076132225154e-14       2.727550061806e-14       4.664393450122e-15      -6.713156884413e-16 
  669       2.377934159463e-10       4.859022405991e-12      -6.278537882936e-12       1.076773465533e-14       2.712619121063e-14       4.687834804429e-15      -6.720126590888e-16 
  670       2.377046431234e-10       4.872797312158e-12      -6.500657323240e-12       1.077421424678e-14       2.697789859244e-14       4.710907562443e-15      -6.726507709726e-16 
  671       2.376410464868e-10       4.885821996322e-12      -6.723023450802e-12       1.078076356111e-14       2.683061766348e-14       4.733613253770e-15      -6.732285692179e-16 
  672       2.376025221302e-10       4.898094550671e-12      -6.945548957514e-12       1.078738515400e-14       2.668434311756e-14       4.755953460463e-15      -6.737445861386e-16 
  673       2.375889627312e-10       4.909613106068e-12      -7.168145543049e-12       1.079408160166e-14       2.653906944133e-14       4.777929817262e-15      -6.741973411956e-16 
  674       2.376002575355e-10       4.920375832273e-12      -7.390723911264e-12       1.080085550086e-14       2.639479091326e-14       4.799544011838e-15      -6.745853409539e-16 
  675       2.376362923412e-10       4.930380938160e-12      -7.613193766621e-12       1.080770946904e-14       2.625150160269e-14       4.820797785025e-15      -6.749070790406e-16 
  676       2.376969494833e-10       4.939626671940e-12      -7.835463810596e-12       1.081464614433e-14       2.610919536881e-14       4.841692931068e-15      -6.751610361026e-16 
  677       2.377821078183e-10       4.948111321377e-12      -8.057441738090e-12       1.082166818561e-14       2.596786585964e-14       4.862231297855e-15      -6.753456797642e-16 
  678       2.378916427088e-10       4.955833214011e-12      -8.279034233846e-12       1.082877827260e-14       2.582750651111e-14       4.882414787160e-15      -6.754594645851e-16 
  679       2.380254260072e-10       4.962790717375e-12      -8.500146968857e-12       1.083597910588e-14       2.568811054599e-14       4.902245354882e-15      -6.755008320176e-16 
  680       2.381833260412e-10       4.968982239215e-12      -8.720684596782e-12       1.084327340697e-14       2.554967097295e-14       4.921725011284e-15      -6.754682103647e-16 
  681       2.383652075975e-10       4.974406227710e-12      -8.940550750355e-12       1.085066391839e-14       2.541218058554e-14       4.940855821235e-15      -6.753600147377e-16 
  682       2.385709319064e-10       4.979061171691e-12      -9.159648037801e-12       1.085815340372e-14       2.527563196121e-14       4.959639904442e-15      -6.751746470138e-16 
  683       2.388003566265e-10       4.982945600862e-12      -9.377878039249e-12       1.086574464764e-14       2.514001746030e-14       4.978079435700e-15      -6.749104957941e-16 
  684       2.390533358290e-10       4.986058086017e-12      -9.595141303139e-12       1.087344045600e-14       2.500532922508e-14       4.996176645123e-15      -6.745659363607e-16 
  685       2.393297199820e-10       4.988397239263e-12      -9.811337342643e-12       1.088124365590e-14       2.487155917872e-14       5.013933818386e-15      -6.741393306353e-16 
  686       2.396293559353e-10       4.989961714234e-12      -1.002636463207e-11       1.088915709571e-14       2.473869902431e-14       5.031353296967e-15      -6.736290271360e-16 
  687       2.399520869044e-10       4.990750206319e-12      -1.024012060328e-11       1.089718364516e-14       2.460674024389e-14       5.048437478382e-15      -6.730333609355e-16 
  688       2.402977524554e-10       4.990761452873e-12      -1.045250164210e-11       1.090532619539e-14       2.447567409742e-14       5.065188816429e-15      -6.723506536188e-16 
  689       2.406661884892e-10       4.989994233440e-12      -1.066340308474e-11       1.091358765900e-14       2.434549162180e-14       5.081609821422e-15      -6.715792132409e-16 
  690       2.410572272260e-10       4.988447369975e-12      -1.087271921419e-11       1.092197097012e-14       2.421618362989e-14       5.097703060436e-15      -6.707173342840e-16 
  691       2.414706971898e-10       4.986119727060e-12      -1.108034325665e-11       1.093047908447e-14       2.408774070951e-14       5.113471157543e-15      -6.697632976161e-16 
  692       2.419064231927e-10       4.983010212124e-12      -1.128616737794e-11       1.093911497939e-14       2.396015322244e-14       5.128916794053e-15      -6.687153704479e-16 
  693       2.423642263197e-10       4.979117775664e-12      -1.149008267989e-11       1.094788165395e-14       2.383341130344e-14       5.144042708752e-15      -6.675718062910e-16 
  694       2.428439239128e-10       4.974441411465e-12      -1.169197919680e-11       1.095678212897e-14       2.370750485924e-14       5.158851698141e-15      -6.663308449153e-16 
  695       2.433453295554e-10       4.968980156816e-12      -1.189174589178e-11       1.096581944708e-14       2.358242356755e-14       5.173346616679e-15      -6.649907123070e-16 
  696       2.438682530572e-10       4.962733092734e-12      -1.208927065326e-11       1.097499667282e-14       2.345815687609e-14       5.187530377020e-15      -6.635496206259e-16 
  697       2.444125004383e-10       4.955699344180e-12      -1.228444029130e-11       1.098431689264e-14       2.333469400157e-14       5.201405950250e-15      -6.620057681635e-16 
  698       2.449778739137e-10       4.947878080281e-12      -1.247714053408e-11       1.099378321500e-14       2.321202392871e-14       5.214976366131e-15      -6.603573393005e-16 
  699       2.455641718778e-10       4.939268514547e-12      -1.266725602426e-11       1.100339877040e-14       2.309013540924e-14       5.228244713338e-15      -6.586025044645e-16 
  700       2.461711619347e-10       4.929871405155e-12      -1.285468173889e-11       1.101316614129e-14       2.296901849494e-14       5.241213504303e-15      -6.567400769879e-16 
  701       2.467984994039e-10       4.919693589631e-12      -1.303935751713e-11       1.102308563856e-14       2.284866917381e-14       5.253882754755e-15      -6.547714987798e-16 
  702       2.474458070866e-10       4.908743545059e-12      -1.322123424466e-11       1.103315698923e-14       2.272908482851e-14       5.266251864649e-15      -6.526988959326e-16 
  703       2.481127020433e-10       4.897029897162e-12      -1.340026249452e-11       1.104337990331e-14       2.261026271047e-14       5.278320250024e-15      -6.505244256861e-16 
  704       2.487987955723e-10       4.884561420885e-12      -1.357639252635e-11       1.105375407377e-14       2.249219993922e-14       5.290087343087e-15      -6.482502765454e-16 
  705       2.495036931873e-10       4.871347040986e-12      -1.374957428559e-11       1.106427917637e-14       2.237489350186e-14       5.301552592297e-15      -6.458786683997e-16 
  706       2.502269945951e-10       4.857395832617e-12      -1.391975740269e-11       1.107495486965e-14       2.225834025236e-14       5.312715462448e-15      -6.434118526403e-16 
  707       2.509682936738e-10       4.842717021913e-12      -1.408689119230e-11       1.108578079484e-14       2.214253691100e-14       5.323575434755e-15      -6.408521122793e-16 
  708       2.517271784503e-10       4.827319986581e-12      -1.425092465249e-11       1.109675657574e-14       2.202748006370e-14       5.334132006935e-15      -6.382017620677e-16 
  709       2.525032310788e-10       4.811214256480e-12      -1.441180646395e-11       1.110788181867e-14       2.191316616147e-14       5.344384693293e-15      -6.354631486138e-16 
  710       2.532960278176e-10       4.794409514216e-12      -1.456948498921e-11       1.111915611240e-14       2.179959151972e-14       5.354333024809e-15      -6.326386505015e-16 
  711       2.541051390081e-10       4.776915595719e-12      -1.472390827181e-11       1.113057902805e-14       2.168675231768e-14       5.363976549214e-15      -6.297306784088e-16 
  712       2.549301290519e-10       4.758742490836e-12      -1.487502403557e-11       1.114215011900e-14       2.157464459779e-14       5.373314831084e-15      -6.267416752261e-16 
  713       2.557705563889e-10       4.739900343914e-12      -1.502277968373e-11       1.115386892084e-14       2.146326426507e-14       5.382347451914e-15      -6.236741161742e-16 
  714       2.566259734752e-10       4.720399454391e-12      -1.516712229818e-11       1.116573495126e-14       2.135260708648e-14       5.391074010210e-15      -6.205305089234e-16 
  715       2.574959267610e-10       4.700250277374e-12      -1.530799863870e-11       1.117774770999e-14       2.124266869034e-14       5.399494121571e-15      -6.173133937110e-16 
  716       2.583799566683e-10       4.679463424235e-12      -1.544535514209e-11       1.118990667871e-14       2.113344456570e-14       5.407607418769e-15      -6.140253434603e-16 
  717       2.592775975689e-10       4.658049663189e-12      -1.557913792147e-11       1.120221132098e-14       2.102493006170e-14       5.415413551838e-15      -6.106689638985e-16 
  718       2.601883777621e-10       4.636019919887e-12      -1.570929276541e-11       1.121466108213e-14       2.091712038699e-14       5.422912188157e-15      -6.072468936755e-16 
  719       2.611118194528e-10       4.613385277999e-12      -1.583576513716e-11       1.122725538923e-14       2.081001060908e-14       5.430103012531e-15      -6.037618044816e-16 
  720       2.620474387293e-10       4.590156979798e-12      -1.595850017389e-11       1.123999365095e-14       2.070359565373e-14       5.436985727279e-15      -6.002164011666e-16 
  721       2.629947455408e-10       4.566346426754e-12      -1.607744268583e-11       1.125287525752e-14       2.059787030436e-14       5.443560052315e-15      -5.966134218576e-16 
  722       2.639532436759e-10       4.541965180113e-12      -1.619253715555e-11       1.126589958065e-14       2.049282920138e-14       5.449825725235e-15      -5.929556380775e-16 
  723       2.649224307400e-10       4.517024961485e-12      -1.630372773710e-11       1.127906597343e-14       2.038846684161e-14       5.455782501398e-15      -5.892458548635e-16 
  724       2.659017981331e-10       4.491537653433e-12      -1.641095825525e-11       1.129237377025e-14       2.028477757766e-14       5.461430154012e-15      -5.854869108853e-16 
  725       2.668908310280e-10       4.465515300058e-12      -1.651417220471e-11       1.130582228674e-14       2.018175561730e-14       5.466768474216e-15      -5.816816785633e-16 
  726       2.678890083482e-10       4.438970107585e-12      -1.661331274929e-11       1.131941081967e-14       2.007939502285e-14       5.471797271169e-15      -5.778330641873e-16 
  727       2.688958027451e-10       4.411914444948e-12      -1.670832272117e-11       1.133313864688e-14       1.997768971056e-14       5.476516372126e-15      -5.739440080345e-16 
  728       2.699106805768e-10       4.384360844379e-12      -1.679914462003e-11       1.134700502719e-14       1.987663344997e-14       5.480925622531e-15      -5.700174844883e-16 
  729       2.709331018851e-10       4.356322001995e-12      -1.688572061232e-11       1.136100920033e-14       1.977621986335e-14       5.485024886092e-15      -5.660565021561e-16 
  730       2.719625203740e-10       4.327810778379e-12      -1.696799253043e-11       1.137515038686e-14       1.967644242502e-14       5.488814044874e-15      -5.620641039879e-16 
  731       2.729983833873e-10       4.298840199173e-12      -1.704590187193e-11       1.138942778807e-14       1.957729446077e-14       5.492292999376e-15      -5.580433673948e-16 
  732       2.740401318863e-10       4.269423455660e-12      -1.711938979873e-11       1.140384058593e-14       1.947876914722e-14       5.495461668619e-15      -5.539974043671e-16 
  733       2.750872004281e-10       4.239573905352e-12      -1.718839713633e-11       1.141838794297e-14       1.938085951122e-14       5.498319990228e-15      -5.499293615929e-16 
  734       2.761390171428e-10       4.209305072577e-12      -1.725286437298e-11       1.143306900225e-14       1.928355842921e-14       5.500867920516e-15      -5.458424205760e-16 
  735       2.771950037123e-10       4.178630649064e-12      -1.731273165895e-11       1.144788288724e-14       1.918685862665e-14       5.503105434571e-15      -5.417397977548e-16 
  736       2.782545753470e-10       4.147564494529e-12      -1.736793880567e-11       1.146282870174e-14       1.909075267733e-14       5.505032526337e-15      -5.376247446203e-16 
  737       2.793171407649e-10       4.116120637263e-12      -1.741842528497e-11       1.147790552984e-14       1.899523300280e-14       5.506649208698e-15      -5.335005478346e-16 
  738       2.803821021683e-10       4.084313274718e-12      -1.746413022830e-11       1.149311243577e-14       1.890029187177e-14       5.507955513564e-15      -5.293705293491e-16 
  739       2.814488869131e-10       4.052156640950e-12      -1.750500447802e-11       1.150844816673e-14       1.880592242459e-14       5.508951270253e-15      -5.252373977741e-16 
  740       2.825170432434e-10       4.019664604894e-12      -1.754104700397e-11       1.152391025472e-14       1.871212177027e-14       5.509635435678e-15      -5.211012882048e-16 
  741       2.835861464026e-10       3.986851065319e-12      -1.757226920412e-11       1.153949589680e-14       1.861888794942e-14       5.510006751106e-15      -5.169616839416e-16 
  742       2.846557670981e-10       3.953730083814e-12      -1.759868291935e-11       1.155520225050e-14       1.852621891419e-14       5.510063962696e-15      -5.128180617103e-16 
  743       2.857254714867e-10       3.920315885342e-12      -1.762030043538e-11       1.157102643365e-14       1.843411252791e-14       5.509805821537e-15      -5.086698916381e-16 
  744       2.867948211593e-10       3.886622858796e-12      -1.763713448455e-11       1.158696552427e-14       1.834256656469e-14       5.509231083682e-15      -5.045166372299e-16 
  745       2.878633731255e-10       3.852665557559e-12      -1.764919824771e-11       1.160301656040e-14       1.825157870900e-14       5.508338510182e-15      -5.003577553441e-16 
  746       2.889306797987e-10       3.818458700060e-12      -1.765650535605e-11       1.161917653995e-14       1.816114655532e-14       5.507126867123e-15      -4.961926961685e-16 
  747       2.899962889806e-10       3.784017170331e-12      -1.765906989297e-11       1.163544242058e-14       1.807126760773e-14       5.505594925661e-15      -4.920209031964e-16 
  748       2.910597438465e-10       3.749356018563e-12      -1.765690639593e-11       1.165181111955e-14       1.798193927951e-14       5.503741462058e-15      -4.878418132025e-16 
  749       2.921205829295e-10       3.714490461667e-12      -1.765002985826e-11       1.166827951354e-14       1.789315889275e-14       5.501565257715e-15      -4.836548562191e-16 
  750       2.931783401058e-10       3.679435883825e-12      -1.763845573107e-11       1.168484443855e-14       1.780492367796e-14       5.499065099211e-15      -4.794594555117e-16 
  751       2.942325445794e-10       3.644207837054e-12      -1.762219992508e-11       1.170150268971e-14       1.771723077368e-14       5.496239778336e-15      -4.752550275556e-16 
  752       2.952827208666e-10       3.608822041757e-12      -1.760127881243e-11       1.171825102118e-14       1.763007722607e-14       5.493088092125e-15      -4.710409820110e-16 
  753       2.963283887812e-10       3.573294387286e-12      -1.757570922859e-11       1.173508614597e-14       1.754345998855e-14       5.489608842899e-15      -4.668167217001e-16 
  754       2.973690634195e-10       3.537640932494e-12      -1.754550847419e-11       1.175200473581e-14       1.745737592137e-14       5.485800838294e-15      -4.625816425821e-16 
  755       2.984042551442e-10       3.501877906294e-12      -1.751069431685e-11       1.176900342099e-14       1.737182179125e-14       5.481662891299e-15      -4.583351337296e-16 
  756       2.994334695704e-10       3.466021708220e-12      -1.747128499307e-11       1.178607879024e-14       1.728679427095e-14       5.477193820293e-15      -4.540765773048e-16 
  757       3.004562075495e-10       3.430088908975e-12      -1.742729921003e-11       1.180322739056e-14       1.720228993893e-14       5.472392449078e-15      -4.498053485351e-16 
  758       3.014719651544e-10       3.394096251000e-12      -1.737875614748e-11       1.182044572708e-14       1.711830527890e-14       5.467257606914e-15      -4.455208156894e-16 
  759       3.024802336643e-10       3.358060649020e-12      -1.732567545960e-11       1.183773026292e-14       1.703483667946e-14       5.461788128559e-15      -4.412223400536e-16 
  760       3.034804995496e-10       3.321999190608e-12      -1.726807727680e-11       1.185507741904e-14       1.695188043370e-14       5.455982854297e-15      -4.369092759075e-16 
  761       3.044722444564e-10       3.285929136742e-12      -1.720598220762e-11       1.187248357411e-14       1.686943273881e-14       5.449840629980e-15      -4.325809704996e-16 
  762       3.054549451917e-10       3.249867922357e-12      -1.713941134057e-11       1.188994506433e-14       1.678748969569e-14       5.443360307060e-15      -4.282367640242e-16 
  763       3.064280737078e-10       3.213833156909e-12      -1.706838624595e-11       1.190745818332e-14       1.670604730853e-14       5.436540742627e-15      -4.238759895968e-16 
  764       3.073910970876e-10       3.177842624926e-12      -1.699292897773e-11       1.192501918193e-14       1.662510148446e-14       5.429380799438e-15      -4.194979732299e-16 
  765       3.083434775289e-10       3.141914286569e-12      -1.691306207542e-11       1.194262426816e-14       1.654464803313e-14       5.421879345962e-15      -4.151020338096e-16 
  766       3.092846723298e-10       3.106066278190e-12      -1.682880856587e-11       1.196026960696e-14       1.646468266632e-14       5.414035256408e-15      -4.106874830713e-16 
  767       3.102141338729e-10       3.070316912883e-12      -1.674019196514e-11       1.197795132010e-14       1.638520099754e-14       5.405847410763e-15      -4.062536255754e-16 
  768       3.111313096105e-10       3.034684681050e-12      -1.664723628039e-11       1.199566548603e-14       1.630619854167e-14       5.397314694827e-15      -4.017997586836e-16 
  769       3.120356420494e-10       2.999188250951e-12      -1.654996601167e-11       1.201340813972e-14       1.622767071452e-14       5.388436000248e-15      -3.973251725352e-16 
  770       3.129265687355e-10       2.963846469263e-12      -1.644840615381e-11       1.203117527253e-14       1.614961283248e-14       5.379210224560e-15      -3.928291500222e-16 
  771       3.138035222389e-10       2.928678361641e-12      -1.634258219825e-11       1.204896283207e-14       1.607202011209e-14       5.369636271215e-15      -3.883109667663e-16 
  772       3.146659301385e-10       2.893703133268e-12      -1.623252013492e-11       1.206676672203e-14       1.599488766968e-14       5.359713049618e-15      -3.837698910940e-16 
  773       3.155132150068e-10       2.858940169420e-12      -1.611824645406e-11       1.208458280204e-14       1.591821052097e-14       5.349439475167e-15      -3.792051840132e-16 
  774       3.163447943950e-10       2.824409036017e-12      -1.599978814807e-11       1.210240688755e-14       1.584198358063e-14       5.338814469284e-15      -3.746160991892e-16 
  775       3.171600808175e-10       2.790129480184e-12      -1.587717271340e-11       1.212023474966e-14       1.576620166197e-14       5.327836959453e-15      -3.700018829199e-16 
  776       3.179584817367e-10       2.756121430805e-12      -1.575042815235e-11       1.213806211497e-14       1.569085947649e-14       5.316505879252e-15      -3.653617741130e-16 
  777       3.187393995483e-10       2.722404999083e-12      -1.561958297496e-11       1.215588466545e-14       1.561595163348e-14       5.304820168394e-15      -3.606950042610e-16 
  778       3.195022982844e-10       2.688998781086e-12      -1.548467171534e-11       1.217369820081e-14       1.554147333579e-14       5.292779958651e-15      -3.560010853290e-16 
  779       3.202469051284e-10       2.655914729355e-12      -1.534575159049e-11       1.219149912921e-14       1.546742248205e-14       5.280390155972e-15      -3.512806793855e-16 
  780       3.209730126494e-10       2.623163186227e-12      -1.520288615755e-11       1.220928398548e-14       1.539379760305e-14       5.267656925615e-15      -3.465347452323e-16 
  781       3.216804124235e-10       2.590754573356e-12      -1.505613983054e-11       1.222704926928e-14       1.532059716898e-14       5.254586512605e-15      -3.417642520032e-16 
